CUI	CODE
C0004106	367.20
C0412836	963.1
C0178298	709.9
C0346993	198.81
C2349919	V88.01
C2349879	V51.0
C0260832	V67.9
C0023885	572.0
C0043144	786.07
C0153434	153.1
C2349873	V45.71
C0159088	793.2
C2711989	794.39
C2910943	V58.83
C0020565	611.1
C0153684	198.89
C0392702	781.0
C0002453	626.0
C0029581	478.19
C0156404	626.4
C1719645	793.99
C0035854	695.3
C0038437	625.6
C0694551	789.03
C0019066	568.81
C0030491	696.2
C0263978	729.90
C0037317	780.50
C0393774	327.53
C0156402	625.8
C1955580	V26.49
C0024902	611.71
C0700345	112.1
C0158296	724.79
C0008711	472.0
C1456066	477.2
C0006114	348.5
C1328971	722.2
C0159551	805.2
C0149771	618.04
C0154131	239.1
C0158514	738.5
C0158051	716.98
C0432162	756.11
C0260778	V58.0
C0161483	959.2
C0158322	726.73
C0261049	E812.1
C0029506	959.7
C0261057	E812.9
C0375580	795.79
C0273365	883.0
C1719706	V86.0
C0333297	707.9
C0034212	686.00
C0740209	V65.40
C0260445	V10.72
C0375556	789.30
C0006118	239.6
C1135302	V58.72
C1135294	V54.26
C0949139	733.94
C0022581	701.1
C0160053	840.8
C0869296	718.81
C0023760	528.5
C1719395	338.3
C3161055	173.50
C0153635	191.1
C2921372	V13.02
C0546884	276.52
C0153633	191.9
C0003537	784.3
C0375218	342.90
C0159078	791.9
C1135298	V58.42
C0159045	784.2
C0342115	241.0
C0149512	461.9
C0020626	252.1
C0019572	704.1
C1955775	389.21
C0744667	389.15
C0156345	617.3
C0025322	256.31
C0869256	788.33
C0020598	275.41
C0156371	621.2
C0154157	244.0
C0476228	782.2
C0153993	218.0
C0153994	218.1
C0686619	196.9
C0153555	174.8
C0021092	380.4
C0025281	386.00
C0155503	386.2
C0260453	V10.87
C0949135	564.09
C0489962	532.90
C0017181	578.9
C0161804	996.89
C0155069	370.03
C0156193	572.8
C0154853	362.56
C0155673	416.8
C0011633	710.3
C0375546	785.2
C0006386	727.1
C0157964	715.95
C0005684	188.9
C0010038	371.00
C0161003	930.1
C0023908	V42.7
C0018099	274.9
C1135194	428.22
C0013604	782.3
C0339212	371.70
C0157740	707.8
C1112705	366.04
C0018965	599.70
C0041785	710.9
C0260434	V10.51
C0476405	794.2
C0159071	790.4
C0012716	275.2
C1261282	996.82
C1384683	V42.5
C0155369	379.26
C0018801	428.9
C0476414	794.5
C0259800	360.00
C0154773	360.01
C0348526	370.8
C0155005	368.15
C0154828	361.81
C0155084	370.35
C0175999	515
C0362085	V72.7
C0156353	618.4
C0042133	218.9
C0553716	618.1
C0341858	617.0
C3161118	629.31
C0392530	618.3
C0302384	621.8
C0161794	996.76
C0153998	219.1
C0161769	996.39
C0155366	379.21
C0029657	368.44
C0022568	370.9
C0161797	996.79
C0476346	792.1
C1455884	790.95
C0010037	371.20
C1456247	618.00
C0155114	371.30
C1456248	618.01
C0375840	V43.64
C0029801	618.89
C0302378	496
C0001122	276.2
C0423729	786.52
C0585968	V12.55
C0260334	507.0
C0033036	427.61
C0262046	E980.5
C0155088	370.50
C0274356	996.53
C0029872	379.24
C0261578	E878.0
C0274354	996.51
C0154934	364.73
C0260487	V14.3
C0020623	272.5
C0154980	366.15
C0015734	560.32
C0020615	251.2
C0375868	V58.49
C0152257	366.17
C3161089	365.74
C0028431	738.0
C0153660	195.0
C0011630	111.9
C0302412	996.59
C1135270	998.32
C0260879	V72.85
C0260840	V67.59
C0029776	596.89
C0005686	596.9
C0154838	362.29
C0155006	368.16
C0085639	E888.9
C2921141	799.59
C0035305	361.9
C0041806	279.9
C0159064	788.99
C0154762	357.6
C0261796	E933.1
C0153622	189.8
C0161788	996.70
C2712886	274.02
C0149896	274.01
C0085584	348.30
C0375770	V05.4
C0026603	994.6
C0018790	427.5
C0161011	933.1
C0029855	784.99
C0261686	E912
C0154940	365.01
C0553570	454.0
C0019366	053.9
C0040262	111.0
C1456307	296.7
C0006309	023.9
C0016977	575.9
C0434322	840.4
C0020480	272.1
C0272609	812.20
C0159692	812.21
C0159679	812.00
C1135279	V54.11
C0375896	V72.83
C1455990	V84.01
C2349578	612.1
C1260459	V45.85
C2910787	V50.41
C1135312	V83.89
C0432354	757.6
C2910788	V50.42
C2911052	V85.31
C0160574	879.1
C2910789	V50.49
C0260539	V19.3
C0155304	377.49
C0238875	795.82
C0157095	655.83
C0375468	659.63
C0157075	655.23
C0260768	V55.8
C0152194	367.22
C0549470	365.00
C0152136	365.12
C0149514	466.0
C0013456	388.70
C0160087	845.00
C0261600	E880.9
C0261613	E884.2
C0152456	575.6
C0156309	607.84
C0026769	340
C0158328	727.03
C0153943	211.1
C0042023	788.41
C0040264	388.30
C0347894	729.2
C2349859	V23.85
C0838224	719.43
C0022104	564.1
C0154161	244.8
C0155533	388.31
C2921136	799.51
C0392646	054.9
C0014852	530.9
C0157099	655.93
C0019342	054.10
C0476476	780.8
C0393737	339.11
C0158336	727.49
C1719692	V58.31
C0042268	616.10
C0004622	041.9
C0155386	379.92
C0000924	E928.9
C0160647	891.0
C1812613	894.0
C0016124	959.5
C0239937	599.72
C1313863	908.9
C2911048	V85.24
C0154569	307.44
C1321898	578.1
C1263846	314.01
C0238551	789.04
C0375895	V72.82
C0156212	574.50
C0019081	569.3
C0001339	577.0
C0008370	576.2
C0348759	576.8
C3161134	997.49
C2911053	V85.32
C0878729	V49.89
C1963707	V17.49
C0158207	719.62
C0009663	078.11
C0347129	569.44
C2349703	796.73
C1455891	795.03
C0157704	682.8
C0037763	728.85
C0838223	719.42
C0160061	841.9
C0160056	841.0
C0155955	526.81
C0155429	381.51
C0152459	701.3
C0029788	709.8
C0375131	250.41
C0878700	707.10
C0375146	250.81
C0155141	372.00
C0232493	789.06
C0159037	782.9
C0041974	598.9
C0260752	V53.6
C0029752	598.8
C0260427	V10.44
C0032232	511.0
C0152097	519.4
C0878735	V67.01
C0042237	184.0
C0029854	785.9
C0041976	597.80
C0155876	491.21
C0375333	493.20
C0917920	V15.04
C0272422	959.09
C0020645	276.1
C0157951	715.34
C0158225	719.84
C0260765	V55.5
C0406047	686.9
C0034525	990
C0037023	527.2
C0155957	527.3
C0153532	172.3
C0346773	172.2
C0018800	429.3
C0161782	996.64
C0160815	909.3
C0348343	162.9
C0747273	142.0
C0153668	196.0
C3161044	173.20
C0236140	794.31
C0029543	372.14
C0375522	747.82
C0150045	788.31
C0156273	596.3
C0153969	214.1
C0859273	952.9
C0040630	302.50
C0042928	478.30
C0022650	592.0
C1306246	345.40
C0154134	239.7
C0375016	079.4
C0677607	245.2
C0003811	427.9
C0260478	V13.59
C0260481	V13.89
C0027765	349.9
C0158534	741.90
C0376175	351.0
C0375275	433.10
C0038449	447.1
C0155400	380.23
C0149707	608.82
C0242966	995.90
C1719676	995.93
C0158617	746.4
C3251816	441.2
C1260873	424.1
C2921068	447.70
C1456255	618.83
C0154098	235.2
C0496779	153.5
C0009044	814.00
C0494752	553.3
C0005694	596.0
C0302505	788.32
C0949136	602.3
C0033777	698.1
C0869442	998.9
C1719540	600.90
C0036974	785.50
C0476555	V05.3
C0159126	795.4
C0376111	077.99
C0008686	582.1
C0159740	813.42
C1135280	V54.12
C1135286	V54.19
C2919132	V15.88
C0416980	E888.8
C0159739	813.40
C0040038	453.9
C0085606	788.63
C0149870	727.04
C0481525	V67.4
C0158260	722.32
C0161444	953.2
C0155502	386.11
C0949122	464.00
C0340348	421.1
C0375012	070.54
C0159079	792.9
C0028734	788.43
C0344365	788.21
C0473237	599.71
C0156399	624.8
C0740179	V42.81
C0018939	289.9
C0011124	799.81
C0476376	793.5
C0029712	427.69
C0041782	281.9
C0490007	458.8
C0547030	368.9
C0153349	141.9
C0153351	141.1
C0496755	141.2
C0032776	627.1
C1561642	585.5
C0695240	536.42
C0260682	V44.0
C0153376	145.3
C0267092	456.1
C2921272	V07.8
C0154286	280.0
C1998978	783.7
C0260485	V14.1
C0260490	V14.6
C0153350	141.0
C0020437	275.42
C0030486	344.1
C0040485	723.5
C0159043	783.9
C0260761	V55.1
C0267981	262
C0160797	907.2
C1561710	V85.0
C0274271	E929.9
C0348860	403.91
C0004610	790.7
C0243026	995.91
C0374982	041.00
C0152964	038.0
C0375874	V58.82
C0029498	528.9
C1719455	389.16
C0011057	388.2
C0022660	584.9
C2712802	V53.59
C0236794	300.01
C1456296	293.0
C0033677	263.9
C0162429	269.9
C0153357	141.8
C1719677	995.94
C1955518	787.29
C0347525	227.3
C0260919	V76.43
C1455974	V46.11
C0085615	426.4
C0003132	348.1
C0154580	308.2
C0917801	780.52
C0085762	305.00
C0236816	308.9
C0160781	905.7
C0478140	799.29
C0032227	511.9
C0520578	752.52
C0155847	478.31
C0041831	E947.9
C0271355	378.54
C0029597	253.8
C0155729	437.8
C0302430	999.9
C0155802	459.2
C0153368	144.9
C0375807	V13.09
C0159090	793.4
C0154467	302.85
C0023518	288.60
C0014591	784.7
C0085578	282.46
C1561646	599.69
C0156394	624.2
C0496615	V03.7
C2921271	V07.51
C0155792	456.20
C1455976	V49.83
C0001363	557.0
C0701162	253.4
C0154198	253.7
C0012569	368.2
C0242343	253.2
C0029680	V62.29
C0029493	253.1
C0159073	790.99
C0149523	595.0
C0677061	724.1
C0039516	726.32
C0156109	550.90
C0019151	572.2
C0274357	996.54
C0375009	070.44
C2349472	346.70
C0155773	452
C0260412	V10.07
C2349814	E927.9
C0013338	253.3
C1306110	840.3
C0020490	367.0
C0264133	734
C2921023	276.69
C0155793	456.21
C0155004	368.14
C0021831	569.9
C3161078	294.20
C0494158	189.0
C0041857	300.9
C0156167	562.11
C0029659	457.1
C0151517	426.0
C2712808	359.79
C0002940	442.9
C0037268	757.9
C0157963	715.94
C0159959	834.02
C0158047	716.94
C0158474	736.29
C0375137	250.60
C0490032	V76.11
C0267756	567.22
C0033575	602.9
C0161834	998.89
C0265011	441.4
C0159065	789.9
C0004144	518.0
C0161832	998.6
C0409889	712.36
C0346647	157.9
C0149521	577.1
C0155910	514
C0347924	211.6
C0156203	574.10
C0153463	157.8
C0261584	E878.6
C0375110	238.9
C0029786	568.89
C0260764	V55.4
C0040028	238.71
C0156185	569.5
C0155748	442.84
C0752347	331.82
C0878691	294.10
C0158302	726.10
C0409223	716.81
C0409760	716.11
C0749173	840.6
C0157714	692.6
C0877771	995.1
C0042109	708.9
C0153671	196.3
C0375625	831.00
C2712843	453.2
C0155776	453.3
C0410017	727.61
C0869438	726.2
C3161123	726.13
C0375845	V43.82
C0490029	V53.02
C0348382	196.8
C0472692	457.0
C2215175	428.23
C0949134	564.02
C0346957	199.0
C0686645	196.1
C0020651	458.0
C2215291	428.21
C0153114	079.99
C0159322	802.0
C0490022	V42.82
C2712887	348.89
C0018133	279.50
C0261377	E849.6
C0949166	E917.8
C0004239	427.32
C0159135	796.4
C1135191	428.20
C0036529	425.9
C0085696	601.1
C0149524	601.0
C0156296	602.2
C1719381	333.79
C0473748	715.15
C0012765	527.7
C0018926	578.0
C0490004	438.89
C0014836	041.49
C0156005	532.40
C0007222	429.2
C0878773	596.51
C0042798	369.9
C2240397	994.9
C2939157	366.12
C0152255	372.51
C0005697	596.54
C0311245	753.10
C0231835	786.06
C0695265	V26.52
C0029694	733.09
C0261793	E932.9
C0161016	934.9
C0270549	300.02
C0036690	038.9
C0026265	424.0
C1298685	338.4
C0016659	829.0
C3161066	173.81
C1719393	338.21
C0868775	965.4
C0262041	E980.0
C0261133	E819.9
C0375145	250.80
C0878703	707.15
C0375122	250.20
C0159643	808.2
C0005741	373.00
C0034734	443.0
C0271847	588.81
C0155797	456.8
C0036202	135
C0029607	492.8
C0375149	250.90
C1274259	173.01
C0375886	V65.41
C0158278	722.93
C1140680	183.0
C0160054	840.9
C0038002	789.2
C3161059	173.61
C0159555	805.6
C0161445	953.3
C0161484	959.6
C0478550	V03.89
C0375539	760.76
C0156380	622.4
C0162285	374.82
C0152226	374.20
C0085690	373.12
C0029545	571.49
C0260508	V16.2
C0423124	374.87
C0029805	701.8
C0155248	375.56
C0154080	232.6
C0158196	719.51
C0149846	726.71
C0156367	620.9
C0158264	722.51
C0158256	722.11
C0041834	695.9
C0157725	698.8
C0008311	576.1
C0260402	V07.9
C0476232	782.4
C0040997	350.1
C0160863	914.0
C0432769	923.20
C0438624	921.9
C0375735	E880.1
C0029554	751.69
C0154547	305.93
C0155387	379.99
C0001344	462
C0159072	790.5
C0012711	277.4
C0375288	434.11
C0155919	518.4
C0025289	322.9
C0477318	288.8
C0025297	047.9
C0374988	041.09
C1955781	415.12
C1719672	995.92
C0157693	681.10
C1719324	285.29
C0160655	893.0
C0156356	618.9
C0154823	361.30
C0158712	754.2
C0036310	732.0
C0003862	719.40
C0549567	709.00
C1135338	V49.81
C1096624	789.05
C0375287	434.10
C0496876	215.9
C0260348	V01.89
C0260387	V05.9
C0524662	304.00
C0438989	V41.2
C0159685	812.10
C0272751	820.8
C0435944	825.25
C0160094	845.10
C0273268	873.42
C0018674	959.01
C0375654	873.40
C0154478	304.01
C0038824	918.1
C0032617	788.42
C0085602	783.5
C2349900	V87.09
C0261048	E812.0
C0027535	847.0
C0274236	924.5
C0033687	791.0
C2939192	745.5
C0030924	533.90
C0260959	V81.5
C0868890	276.9
C0042818	368.13
C0003860	447.6
C0006285	485
C0027730	581.9
C2712977	584.5
C0024588	401.0
C0002874	284.9
C0160077	843.8
C0023976	426.82
C0154769	359.4
C0262045	E980.4
C0302397	759.6
C0029586	733.99
C0162283	588.1
C0156325	611.89
C0031707	275.3
C0375803	V12.71
C2911331	V12.61
C0035078	586
C0684250	V42.83
C0260849	V68.9
C0158351	727.9
C2911483	V87.46
C3161146	V12.29
C0029794	695.89
C2349432	346.00
C2349439	346.11
C2349442	346.20
C0155917	517.8
C0348586	405.99
C2349438	346.10
C0159641	808.0
C0015397	379.90
C0949140	733.95
C0029793	259.8
C0014866	530.3
C0006107	850.9
C0156459	634.90
C0272769	824.8
C0235604	287.1
C0014868	530.10
C0686655	196.2
C0153382	146.9
C0153384	146.1
C0153413	150.3
C0260683	V44.1
C0260406	V10.01
C1260417	530.20
C0260408	V10.03
C3161053	173.42
C0017675	529.0
C0155848	478.32
C0006625	799.4
C0265041	455.3
C0158304	726.12
C0159061	787.99
C0375352	530.19
C0375481	690.8
C0149881	604.90
C2349380	249.40
C0003872	696.0
C0272729	821.00
C0549423	331.4
C3161096	508.2
