CUI	CODE
C0484966	3536-0
C1507518	35384-7
C1507522	35388-8
C1507526	35392-0
C1507527	35393-8
C1507545	35411-8
C1507590	35456-3
C1507596	35462-1
C1507603	35469-6
C1507609	35475-3
C1507711	35551-1
C1507719	35559-4
C1507731	35571-9
C1507819	35668-3
C1507820	35669-1
C1507821	35670-9
C1507824	35673-3
C1507854	35703-8
C1507855	35704-6
C0365808	3579-0
C1507952	35801-0
C0365811	3582-4
C0365892	3663-2
C0365894	3665-7
C0365910	3681-4
C0365916	3687-1
C0365919	3690-5
C1508055	36915-7
C1508056	36916-5
C1508062	36922-3
C0366000	3773-9
C0366001	3774-7
C0366006	3779-6
C0366007	3780-4
C0366020	3793-7
C1508090	38158-2
C1508092	38160-8
C1508093	38161-6
C1508094	38162-4
C1508095	38163-2
C1508096	38164-0
C1508098	38166-5
C1508108	38176-4
C1508110	38178-0
C1508112	38180-6
C0362472	383-0
C0366057	3830-7
C0366058	3831-5
C0366061	3834-9
C1526361	38349-7
C1526382	38370-3
C1526446	38445-3
C1526477	38476-8
C1526484	38483-4
C1526495	38494-1
C1526498	38497-4
C1526509	38508-8
C1526519	38518-7
C0366081	3854-7
C1526551	38550-0
C0366087	3860-4
C0366089	3862-0
C0366106	3879-4
C0366113	3886-9
C1543039	38917-1
C1543119	38997-3
C1543232	39111-0
C0362481	392-1
C1543439	39354-6
C0366163	3936-2
C0366164	3937-0
C0366177	3950-3
C1543647	39572-3
C1543648	39573-1
C0366205	3978-4
C1543845	39803-2
C0366209	3982-6
C0366210	3983-4
C1544092	40088-7
C1544104	40100-0
C1544394	40419-4
C1544441	40466-5
C0366283	4057-6
C0366285	4059-2
C1544620	40665-2
C1544648	40693-4
C1544650	40695-9
C1544658	40703-1
C1544779	40824-5
C1544807	40852-6
C1544824	40869-0
C0366318	4092-3
C1544910	40963-1
C1544911	40964-9
C1544912	40965-6
C1544913	40966-4
C1544914	40967-2
C1544915	40968-0
C1544916	40969-8
C1544920	40973-0
C1544921	40974-8
C1544929	40982-1
C1544974	41027-4
C1544991	41044-9
C1544998	41053-0
C1545099	41171-0
C0362501	412-7
C1545135	41212-2
C1545189	41266-8
C1637793	41399-7
C1627423	41479-7
C1643184	41480-5
C1634497	41497-9
C1633394	41498-7
C1643580	41617-2
C1642084	41759-2
C1645321	41858-2
C1651672	41863-2
C1644163	41870-7
C1623568	41994-5
C1644167	42235-2
C1630172	42248-5
C1631781	42253-5
C1639534	42483-8
C1630770	42484-6
C1640467	42595-9
C1645736	42607-2
C0366495	4269-7
C1623600	42719-5
C1624147	42768-2
C1624152	42784-9
C1627910	42908-4
C1629595	42916-7
C1627387	43052-0
C1624676	43104-9
C1714557	43173-4
C1717227	43174-2
C1714518	43175-9
C1714524	43182-5
C1714560	43186-6
C1714573	43201-3
C1714594	43225-2
C1714596	43227-8
C1714607	43240-1
C1714608	43241-9
C1714645	43292-2
C1714656	43304-5
C1714657	43305-2
C1714663	43311-0
C1714664	43312-8
C1714702	43355-7
C1714703	43356-5
C1714704	43357-3
C1714718	43371-4
C1714740	43396-1
C1714742	43399-5
C1714754	43413-4
C1718546	43583-4
C1715005	43631-1
C1715051	43701-2
C1715075	43727-7
C1715082	43734-3
C1714535	43743-4
C1715271	43985-1
C1715277	43992-7
C1715290	44005-7
C1715298	44014-9
C1717300	44017-2
C1717308	44079-2
C1715356	44081-8
C1715577	44340-8
C1715751	44533-8
C1717347	44534-6
C1717348	44537-9
C1715754	44538-7
C1715758	44542-9
C0366684	4459-4
C1715959	44706-0
C1715983	44756-5
C0366703	4478-4
C1715997	44780-5
C1716004	44788-8
C1716019	44805-0
C1716028	44814-2
C1716041	44828-2
C1716053	44841-5
C1716240	45076-7
C1717395	45142-7
C1717396	45149-2
C1716301	45152-6
C1717398	45167-4
C1716331	45194-8
C1716347	45210-2
C1716449	45323-3
C1716450	45324-1
C0366778	4545-0
C0366779	4546-8
C0366785	4552-6
C0366794	4563-3
C0366812	4576-5
C1717149	46128-5
C1717152	46131-9
C1830118	46217-6
C0366860	4625-0
C1830160	46252-3
C1830096	46266-3
C1830097	46267-1
C1830175	46274-7
C1830107	46429-7
C1830815	46737-3
C1830818	46740-7
C1830836	46758-9
C1830839	46761-3
C1830840	46762-1
C1830847	46769-6
C1831081	46986-6
C1831090	46994-0
C1831092	46995-7
C1831177	47075-7
C1831323	47255-5
C1831349	47281-1
C1831377	47308-2
C1831382	47320-7
C1831383	47321-5
C1831420	47358-7
C1831422	47360-3
C1831426	47364-5
C1830068	47365-2
C1831442	47399-1
C1831449	47405-6
C1953261	47938-6
C1953283	47958-4
C1953323	47982-4
C1953564	48159-8
C0482909	4821-5
C1953815	48309-9
C1953857	48345-3
C1953040	48378-4
C1953888	48389-1
C1953890	48390-9
C1953898	48398-2
C1953911	48409-7
C1954117	48556-5
C1954228	48642-3
C1954230	48643-1
C1954273	48670-4
C1954277	48672-0
C1954296	48684-5
C1954430	48792-6
C1954432	48793-4
C1954434	48794-2
C1954436	48795-9
C1954441	48798-3
C1954465	48812-2
C1954515	48850-2
C1954718	49010-2
C1954719	49011-0
C1954765	49036-7
C1954769	49039-1
C1954805	49061-5
C1954809	49063-1
C1954853	49092-0
C1952793	49117-5
C1955006	49247-0
C1955055	49296-7
C1955058	49299-1
C1955075	49316-3
C1955076	49317-1
C1977120	49334-6
C1977250	49502-8
C1977251	49503-6
C1977274	49521-8
C1977279	49524-2
C1977296	49539-0
C1977305	49546-5
C1977310	49549-9
C1977330	49572-1
C1977072	49581-2
C0362585	496-0
C1977469	49687-7
C1977094	49711-5
C1977504	49753-7
C1977510	49759-4
C1977023	49857-6
C1977769	49898-0
C1977837	49963-2
C0368274	5000-5
C1977547	50008-2
C1977888	50019-9
C1976895	50188-2
C1976907	50194-0
C1978041	50210-4
C0367607	5028-6
C1978283	50410-0
C0367386	5043-5
C1978466	50542-0
C1978468	50544-6
C1978547	50595-8
C0368127	5060-9
C1978571	50612-1
C0368149	5070-8
C1978724	50727-7
C1978726	50728-5
C1978736	50733-5
C0367397	5077-3
C1978789	50774-9
C1978835	50796-2
C0368221	5095-5
C1978996	50956-2
C0368222	5096-3
C1979035	50999-2
C1979037	51000-8
C1979047	51006-5
C1979049	51007-3
C0367401	5117-7
C0368261	5126-8
C0368286	5133-4
C0368302	5143-3
C1979458	51435-6
C0368308	5147-4
C0367414	5152-4
C0483154	5156-5
C0483155	5157-3
C2360257	51584-1
C0483157	5159-9
C0362605	516-5
C2360417	51734-2
C2360454	51760-7
C2360487	51785-4
C2360489	51786-2
C2360579	51877-9
C2360582	51879-5
C2360585	51881-1
C0368567	5206-8
C0368438	5209-2
C2360883	52130-2
C2360885	52131-0
C2360887	52132-8
C2360890	52134-4
C0368456	5221-7
C0368461	5224-1
C0368462	5225-8
C0368493	5237-3
C0362613	524-9
C0367435	5247-2
C0367476	5255-5
C0367478	5256-3
C0367446	5265-4
C0367717	5268-8
C0367728	5269-6
C0367733	5270-4
C2361181	52768-9
C2361200	52778-8
C2361222	52789-5
C0367831	5281-1
C0367833	5283-7
C0367835	5285-2
C2361455	52969-3
C2361502	53017-0
C2361505	53019-6
C2361732	53221-8
C2361775	53256-4
C2361781	53261-4
C0368044	5334-8
C0368045	5335-5
C0483092	5351-2
C0483094	5353-8
C0483097	5356-1
C2598690	53575-7
C2598758	53622-7
C2598766	53628-4
C2598913	53715-9
C2598916	53718-3
C2598477	53748-0
C0367255	5375-1
C2598960	53761-3
C2598980	53774-6
C2599004	53803-3
C2599044	53835-5
C2599055	53842-1
C2599057	53843-9
C0367491	5385-0
C2599132	53893-4
C2599168	53920-5
C0367281	5393-4
C2599181	53936-1
C2598496	53962-7
C2599229	53978-3
C0367308	5403-1
C2599374	54067-4
C2599435	54108-6
C2599436	54109-4
C2706772	54210-0
C2706780	54218-3
C2707136	54410-6
C2707141	54413-0
C2707145	54417-1
C2707174	54434-6
C2706652	54448-6
C2706654	54449-4
C2707186	54451-0
C2707194	54456-9
C2707641	55090-5
C2708325	55135-8
C2708336	55141-6
C2707000	55180-4
C2708399	55199-4
C2708402	55201-8
C2708456	55234-9
C2708462	55237-2
C2708522	55300-8
C2708524	55301-6
C2708579	55349-5
C2708609	55373-5
C2708701	55433-7
C0367702	5570-7
C2733669	55776-9
C2733676	55782-7
C2733686	55792-6
C2733688	55794-2
C2733699	55805-6
C2733849	55876-7
C0368180	560-3
C2733978	56030-0
C2734082	56128-2
C2734084	56129-0
C2734085	56130-8
C2734099	56141-5
C2734151	56170-4
C0368207	562-9
C0367768	5623-4
C0367771	5625-9
C2734444	56355-1
C0367809	5646-5
C2734572	56478-1
C2734630	56537-4
C2734888	56720-6
C2734907	56888-1
C0367882	5695-2
C2735240	56961-6
C2734714	57030-9
C2735381	57093-7
C2735496	57132-3
C2735574	57181-0
C0368353	572-8
C0367929	5722-4
C0367933	5726-5
C2735717	57290-9
C2735718	57291-7
C2735721	57293-3
C2735726	57299-0
C2735449	57320-4
C2735812	57442-6
C0368356	575-1
C0367982	5767-9
C2736150	57738-7
C0368002	5778-6
C0368003	5779-4
C2736042	57800-5
C2736045	57802-1
C0368006	5782-8
C0368007	5783-6
C2736262	57838-5
C2736268	57845-0
C0368011	5787-7
C0484120	57884-9
C2736331	57901-1
C2735468	57934-2
C0368020	5794-3
C2736407	57979-7
C1145650	580-1
C2736440	58009-2
C0368040	5802-4
C2736578	58088-6
C0368063	5813-1
C0368065	5814-9
C0367221	582-7
C0368036	5821-4
C0368080	5822-2
C0368087	5825-5
C0368278	5838-8
C2926183	58413-6
C2926207	58436-7
C2925975	58450-8
C3167221	58472-2
C0368434	5859-4
C0368376	587-6
C2926474	58709-7
C2926475	58710-5
C2923079	58755-0
C0482682	5894-1
C2925724	58957-2
C2925661	59017-4
C2925662	59018-2
C2926005	59019-0
C0482694	5902-2
C2923356	59050-5
C2923385	59069-5
C0362898	5909-7
C2923578	59187-5
C2923667	59263-4
C2923669	59264-2
C2926400	59266-7
C0368504	593-4
C2923815	59418-4
C2923817	59420-0
C0482677	5946-9
C2923846	59466-3
C0482675	5949-3
C0482687	5956-8
C0482689	5959-2
C2924083	59835-9
C0368530	600-7
C2969769	60024-7
C2969771	60026-2
C0362627	6021-0
C2970123	60279-7
C0362642	6037-6
C0362645	6039-2
C0362648	6042-6
C2970267	60474-4
C2970337	60553-5
C0368536	606-4
C0362667	6061-6
C0362668	6062-4
C0362671	6065-7
C0362673	6067-3
C2970453	60676-4
C0362677	6071-5
C0362685	6080-6
C0362687	6082-2
C0362688	6083-0
C0362691	6087-1
C0362696	6092-1
C0362699	6095-4
C2970495	61048-5
C0362708	6106-9
C2970584	61124-4
C0362724	6122-6
C2973011	61422-2
C2973013	61425-5
C0362756	6155-6
C0362766	6165-5
C0362767	6166-3
C0362775	6174-7
C0362786	6185-3
C0484144	6190-3
C0362794	6193-7
C0362795	6194-5
C0362805	6204-2
C0362807	6206-7
C0482057	6208-3
C0362820	6219-0
C0804271	6220-8
C2973177	62255-5
C2973200	62291-0
C2973201	62292-8
C0483174	623-9
C0362831	6230-7
C2973146	62321-5
C2973229	62343-9
C2973242	62356-1
C2973243	62357-9
C2973244	62358-7
C2973245	62359-5
C2966803	62360-3
C2966804	62361-1
C2966805	62362-9
C0362838	6237-2
C0362847	6246-3
C3169550	62467-6
C0482059	6248-9
C1145656	625-4
C0362858	6257-0
C0362865	6264-6
C0362867	6266-1
C0362871	6270-3
C0362877	6276-0
C0362888	6287-7
C0368130	6320-6
C0368133	6321-4
C3172401	63310-7
C3169302	63572-2
C0368219	6367-7
C0368250	6371-9
C0368253	6373-5
C0368300	6392-5
C3173308	63936-9
C3173438	64012-8
C3173547	64084-7
C3173559	64096-1
C3169484	64418-7
C0368496	6447-7
C0368516	6456-8
C0483173	6457-6
C3174386	64601-8
C0367402	6476-6
C0367405	6479-0
C3176316	65818-7
C0485724	6632-4
C3259435	66502-6
C3259769	66745-1
C3263694	66746-9
C3259771	66748-5
C3259775	66750-1
C3259331	66753-5
C3259332	66754-3
C3259334	66755-0
C3259335	66756-8
C0484987	6694-4
C0485315	6708-2
C0367350	673-4
C0484211	6733-0
C0484424	6742-1
C0367351	675-9
C0484621	6766-0
C0484648	6771-0
C0484912	6774-4
C0485050	6800-7
C0485548	6818-9
C0486206	6824-7
C3263710	68332-6
C0484670	6873-4
C0484673	6874-2
C3262763	68916-6
C0484908	6896-5
C3261461	68961-2
C3481609	68981-0
C0485204	6912-0
C0485205	6913-8
C0485206	6914-6
C0485211	6915-3
C0485212	6916-1
C0485213	6917-9
C0485216	6918-7
C0485217	6919-5
C0485218	6920-3
C0485326	6922-9
C3481712	69426-5
C0485161	6954-2
C0485162	6955-9
C3481804	69558-5
C0485777	6957-5
C0485780	6958-3
C0483536	6984-9
C3482008	69965-2
C3482242	70173-0
C0362892	704-7
C3482079	70664-8
C0362895	707-0
C3484375	70961-8
C0362901	712-0
C0362903	714-6
C3482461	71431-1
C3483869	71691-0
C3483998	71772-8
C3483999	71773-6
C3484002	71776-9
C0483884	7291-8
C0362953	737-7
C0362959	743-5
C0484045	7445-0
C0362165	76-0
C0362981	764-1
C0362836	7674-5
C0362993	776-5
C0485397	7905-3
C0485404	7906-1
C0485647	7993-9
C0362935	805-2
C0485832	8061-4
C0485848	8072-1
C0485869	8087-9
C0485892	8095-2
C0485899	8098-6
C0484521	8101-8
C0484548	8123-2
C0486196	8245-3
C0486200	8246-1
C0485795	8251-1
C0485806	8262-8
C0485808	8264-4
C0485809	8265-1
C0482130	882-1
C0482131	883-9
C0802016	888-8
C0363081	890-4
C0484447	9317-9
C0484632	9318-7
C0482158	933-2
C0486201	9335-1
C0363126	934-0
C0484700	9345-0
C0485164	9360-9
C0484649	9407-8
C0484791	9413-6
C0486121	9434-2
C0484745	9527-3
C0485626	9571-1
C0485181	9587-7
C0485173	9588-5
C0485174	9589-3
C0485176	9590-1
C0485177	9591-9
C0485178	9592-7
C0485180	9593-5
C0485182	9594-3
C0485183	9595-0
C0485184	9596-8
C0485185	9597-6
C0485175	9598-4
C0485179	9599-2
C0484812	9622-2
C0484941	9627-1
C0485351	9633-9
C0484800	9645-3
C0482203	972-0
C0484549	9728-7
C0484804	9730-3
C0485535	9765-9
C0485534	9766-7
C0485537	9767-5
C0485536	9768-3
C0484735	9832-7
C0484736	9833-5
C0484938	9835-0
