	SPOKE	EHR
24078	DB00880	215258
24079	DB00880	215254
24080	DB00880	150355
24081	DB00880	150357
24082	DB00880	150405
24083	DB00880	150407
24084	DB00880	150401
24085	DB00880	102269
24086	DB00880	215214
24087	DB00880	2547
24088	DB00883	240992
24089	DB00883	240990
24090	DB00883	241009
24091	DB00883	241008
24092	DB00883	241003
24093	DB00883	241002
24094	DB00883	241001
24095	DB00883	241000
24096	DB00883	241007
24097	DB00883	241006
24098	DB00883	241005
24099	DB00883	241004
24100	DB00883	229500
24101	DB00883	238030
24102	DB00883	229771
24103	DB00883	236212
24104	DB00883	103528
24105	DB00883	41959
24106	DB00883	41893
24107	DB00883	241018
24108	DB00883	241019
24109	DB00883	241014
24110	DB00883	241015
24111	DB00883	241017
24112	DB00883	241010
24113	DB00883	241011
24114	DB00883	241012
24115	DB00883	241013
24116	DB00883	231443
24117	DB00883	231349
24118	DB00883	237541
24119	DB00883	227687
24120	DB00883	237668
24121	DB00883	231365
24122	DB00883	4070
24123	DB00883	4072
24124	DB00883	2454
24125	DB00883	241023
24126	DB00883	241022
24127	DB00883	240989
24128	DB00883	240988
24129	DB00883	241021
24130	DB00883	33659
24131	DB00883	233822
24132	DB00883	238649
24133	DB00883	235480
24134	DB00883	234846
24135	DB00883	103647
24136	DB00883	239335
24137	DB00883	4063
24138	DB00883	4061
24139	DB00883	4066
24140	DB00883	4065
24141	DB00883	4068
24142	DB00883	4069
24143	DB00883	240998
24144	DB00883	240999
24145	DB00883	240996
24146	DB00883	240997
24147	DB00883	240994
24148	DB00883	240995
24149	DB00883	240993
24150	DB00883	240991
24151	DB00883	232586
24152	DB00883	241016
24153	DB00883	4071
24154	DB00883	4057
24155	DB00883	4056
24156	DB00883	4055
24157	DB00883	4059
24158	DB00883	4058
24159	DB00883	232702
24160	DB00883	241020
24161	DB00883	4062
24162	DB00883	4060
24163	DB00883	4067
24164	DB00883	4064
24165	DB00883	185925
24166	DB00929	12723
24167	DB00929	183538
24168	DB00929	183539
24169	DB00929	183530
24170	DB00929	183531
24171	DB00929	183532
24172	DB00929	183533
24173	DB00929	183534
24174	DB00929	183535
24175	DB00929	183536
24176	DB00929	183537
24177	DB00929	18794
24178	DB00929	22054
24179	DB00929	40800802
24180	DB00929	22053
24181	DB00929	239462
24182	DB00929	183518
24183	DB00929	183519
24184	DB00929	183516
24185	DB00929	183517
24186	DB00929	183514
24187	DB00929	183515
24188	DB00929	183512
24189	DB00929	183513
24190	DB00929	183511
24191	DB00929	2055
24192	DB00929	2054
24193	DB00929	32552
24194	DB00929	183540
24195	DB00929	40800109
24196	DB00929	10628
24197	DB00929	10629
24198	DB00929	183522
24199	DB00929	183527
24200	DB00929	183526
24201	DB00929	183525
24202	DB00929	183524
24203	DB00929	183523
24204	DB00929	183521
24205	DB00929	183520
24206	DB00929	183529
24207	DB00929	183528
24208	DB00390	237526
24209	DB00390	152049
24210	DB00390	152043
24211	DB00390	152041
24212	DB00390	152047
24213	DB00390	152045
24214	DB00390	168709
24215	DB00390	40800374
24216	DB00390	233874
24217	DB00390	4349
24218	DB00390	168765
24219	DB00390	168763
24220	DB00390	168761
24221	DB00390	9853
24222	DB00390	9854
24223	DB00390	9855
24224	DB00390	9856
24225	DB00390	9857
24226	DB00390	214813
24227	DB00390	152039
24228	DB00390	152037
24229	DB00390	152035
24230	DB00390	152033
24231	DB00390	152031
24232	DB00390	168751
24233	DB00390	168715
24234	DB00390	168731
24235	DB00390	168733
24236	DB00390	168735
24237	DB00390	168737
24238	DB00390	255190
24239	DB00390	203904
24240	DB00390	237682
24241	DB00390	216196
24242	DB00390	168707
24243	DB00390	152021
24244	DB00390	152023
24245	DB00390	152025
24246	DB00390	152027
24247	DB00390	152029
24248	DB00390	168729
24249	DB00390	168723
24250	DB00390	168721
24251	DB00390	168727
24252	DB00390	168725
24253	DB00390	168747
24254	DB00390	233882
24255	DB00390	168739
24256	DB00390	216186
24257	DB00390	168719
24258	DB00390	183899
24259	DB00390	183898
24260	DB00390	183897
24261	DB00390	183896
24262	DB00390	183895
24263	DB00390	183894
24264	DB00390	183893
24265	DB00390	183892
24266	DB00390	183891
24267	DB00390	183890
24268	DB00390	240985
24269	DB00390	240984
24270	DB00390	254671
24271	DB00390	43556
24272	DB00390	152015
24273	DB00390	152017
24274	DB00390	152011
24275	DB00390	152013
24276	DB00390	152019
24277	DB00390	168759
24278	DB00390	168753
24279	DB00390	2442
24280	DB00390	2444
24281	DB00390	183886
24282	DB00390	183887
24283	DB00390	183888
24284	DB00390	183889
24285	DB00390	4355
24286	DB00390	4356
24287	DB00390	4351
24288	DB00390	4352
24289	DB00390	4353
24290	DB00390	168757
24291	DB00390	168755
24292	DB00390	228680
24293	DB00390	27015
24294	DB00390	27016
24295	DB00390	230512
24296	DB00390	214814
24297	DB00390	229364
24298	DB00390	216065
24299	DB00390	216064
24300	DB00390	152007
24301	DB00390	152005
24302	DB00390	152003
24303	DB00390	152001
24304	DB00390	152009
24305	DB00390	168741
24306	DB00390	168743
24307	DB00390	168745
24308	DB00390	168749
24309	DB00390	102724
24310	DB00390	152051
24311	DB00390	152053
24312	DB00390	152055
24313	DB00390	152057
24314	DB00390	168713
24315	DB00390	168711
24316	DB00390	168717
24317	DB00390	151999
24318	DB00390	2445
24319	DB00390	183900
24320	DB00390	4354
24321	DB00390	4350
24322	DB00390	40703
24323	DB00393	5575
24324	DB00393	176957
24325	DB00393	176959
24326	DB00393	210089
24327	DB00393	10722
24328	DB00393	199206
24329	DB00393	176967
24330	DB00393	210113
24331	DB00393	176969
24332	DB00393	176965
24333	DB00393	176963
24334	DB00393	176961
24335	DB00393	40800115
24336	DB00393	176981
24337	DB00393	176983
24338	DB00393	176985
24339	DB00393	176971
24340	DB00393	176973
24341	DB00393	176975
24342	DB00393	176977
24343	DB00393	176979
24344	DB00392	260496
24345	DB00395	260902
24346	DB00395	247337
24347	DB00395	247336
24348	DB00395	247335
24349	DB00395	76421
24350	DB00395	17024
24351	DB00395	247348
24352	DB00395	112337
24353	DB00395	234801
24354	DB00395	232244
24355	DB00395	232781
24356	DB00395	247294
24357	DB00395	247295
24358	DB00395	247296
24359	DB00395	247297
24360	DB00395	247334
24361	DB00395	108311
24362	DB00395	7407
24363	DB00395	7406
24364	DB00395	1397
24365	DB00395	1396
24366	DB00395	1395
24367	DB00395	229691
24368	DB00395	17219
24369	DB00395	76407
24370	DB00395	259635
24371	DB00395	88406
24372	DB00395	7405
24373	DB00395	88407
24374	DB00394	189229
24375	DB00394	28968
24376	DB00394	189221
24377	DB00394	189225
24378	DB00394	18903
24379	DB00394	189257
24380	DB00394	189253
24381	DB00394	11909
24382	DB00394	9218
24383	DB00394	228196
24384	DB00394	28967
24385	DB00394	165019
24386	DB00394	104963
24387	DB00394	17383
24388	DB00394	202780
24389	DB00394	189249
24390	DB00394	189241
24391	DB00394	189245
24392	DB00394	77822
24393	DB00394	244361
24394	DB00394	244360
24395	DB00394	231157
24396	DB00394	254968
24397	DB00394	149297
24398	DB00394	149295
24399	DB00394	149293
24400	DB00394	149291
24401	DB00394	189273
24402	DB00394	22672
24403	DB00394	149269
24404	DB00394	28971
24405	DB00394	28970
24406	DB00394	8433
24407	DB00394	8434
24408	DB00394	17382
24409	DB00394	149279
24410	DB00394	149271
24411	DB00394	149273
24412	DB00394	149275
24413	DB00394	149277
24414	DB00394	189277
24415	DB00394	189269
24416	DB00394	149289
24417	DB00394	149281
24418	DB00394	149283
24419	DB00394	149285
24420	DB00394	149287
24421	DB00394	208665
24422	DB00394	81630
24423	DB00394	165039
24424	DB00394	165035
24425	DB00394	165037
24426	DB00394	165031
24427	DB00394	165033
24428	DB00394	242027
24429	DB00394	189265
24430	DB00394	189261
24431	DB00394	230871
24432	DB00394	165045
24433	DB00394	165047
24434	DB00394	165041
24435	DB00394	165043
24436	DB00394	19675
24437	DB00394	189233
24438	DB00394	189237
24439	DB00394	932
24440	DB00394	931
24441	DB00394	220612
24442	DB00394	220611
24443	DB00394	165029
24444	DB00394	165027
24445	DB00394	165025
24446	DB00394	165023
24447	DB00394	165021
24448	DB00394	238964
24449	DB00394	18865
24450	DB00397	13357
24451	DB00397	246177
24452	DB00397	103548
24453	DB00397	243521
24454	DB00397	238874
24455	DB00397	102945
24456	DB00397	233223
24457	DB00397	259473
24458	DB00397	24149
24459	DB00397	234569
24460	DB00397	230717
24461	DB00397	246200
24462	DB00397	243802
24463	DB00397	243806
24464	DB00397	242437
24465	DB00397	242436
24466	DB00397	242433
24467	DB00397	242432
24468	DB00397	242430
24469	DB00397	242439
24470	DB00397	242438
24471	DB00397	237522
24472	DB00397	237527
24473	DB00397	227903
24474	DB00397	253669
24475	DB00397	243629
24476	DB00397	243628
24477	DB00397	243625
24478	DB00397	243624
24479	DB00397	243627
24480	DB00397	243626
24481	DB00397	12480
24482	DB00397	102515
24483	DB00397	9548
24484	DB00397	9549
24485	DB00397	9547
24486	DB00397	9545
24487	DB00397	29257
24488	DB00397	23697
24489	DB00397	23699
24490	DB00397	242906
24491	DB00397	106142
24492	DB00397	238156
24493	DB00397	229013
24494	DB00397	242800
24495	DB00397	234100
24496	DB00397	21310
24497	DB00397	21311
24498	DB00397	2748
24499	DB00397	242495
24500	DB00397	242497
24501	DB00397	2171
24502	DB00397	232606
24503	DB00397	242774
24504	DB00397	242775
24505	DB00397	242776
24506	DB00397	242777
24507	DB00397	242770
24508	DB00397	242771
24509	DB00397	242772
24510	DB00397	242773
24511	DB00397	242778
24512	DB00397	242779
24513	DB00397	102139
24514	DB00397	103428
24515	DB00397	103790
24516	DB00397	229431
24517	DB00397	239444
24518	DB00397	244068
24519	DB00397	244069
24520	DB00397	244062
24521	DB00397	244063
24522	DB00397	244060
24523	DB00397	244061
24524	DB00397	244066
24525	DB00397	244067
24526	DB00397	244064
24527	DB00397	244065
24528	DB00397	260187
24529	DB00397	260188
24530	DB00397	243308
24531	DB00397	243309
24532	DB00397	243302
24533	DB00397	243303
24534	DB00397	243301
24535	DB00397	243307
24536	DB00397	243304
24537	DB00397	243305
24538	DB00397	24237
24539	DB00397	227790
24540	DB00397	6077
24541	DB00397	10999
24542	DB00397	10997
24543	DB00397	10994
24544	DB00397	10995
24545	DB00397	10993
24546	DB00397	2211
24547	DB00397	2210
24548	DB00397	242435
24549	DB00397	242431
24550	DB00397	227616
24551	DB00397	14064
24552	DB00397	230196
24553	DB00397	229289
24554	DB00397	103809
24555	DB00397	235640
24556	DB00397	255194
24557	DB00397	255195
24558	DB00397	255196
24559	DB00397	242262
24560	DB00397	242263
24561	DB00397	242260
24562	DB00397	242261
24563	DB00397	242266
24564	DB00397	242267
24565	DB00397	242264
24566	DB00397	242265
24567	DB00397	242268
24568	DB00397	242269
24569	DB00397	242486
24570	DB00397	242482
24571	DB00397	242480
24572	DB00397	242488
24573	DB00397	242489
24574	DB00397	27302
24575	DB00397	239199
24576	DB00397	242389
24577	DB00397	242381
24578	DB00397	242380
24579	DB00397	242383
24580	DB00397	242382
24581	DB00397	242385
24582	DB00397	242387
24583	DB00397	228906
24584	DB00397	232192
24585	DB00397	20660
24586	DB00397	234734
24587	DB00397	103726
24588	DB00397	3375
24589	DB00397	10979
24590	DB00397	232591
24591	DB00397	235568
24592	DB00397	236038
24593	DB00397	243410
24594	DB00397	243411
24595	DB00397	28182
24596	DB00397	3549
24597	DB00397	238982
24598	DB00397	238988
24599	DB00397	238325
24600	DB00397	14510
24601	DB00397	12451
24602	DB00397	231933
24603	DB00397	236203
24604	DB00397	233793
24605	DB00397	15449
24606	DB00397	231152
24607	DB00397	231153
24608	DB00397	231154
24609	DB00397	11802
24610	DB00397	11804
24611	DB00397	15332
24612	DB00397	243841
24613	DB00397	243840
24614	DB00397	27445
24615	DB00397	234533
24616	DB00397	106520
24617	DB00397	244079
24618	DB00397	244072
24619	DB00397	229237
24620	DB00397	238776
24621	DB00397	238773
24622	DB00397	13936
24623	DB00397	230160
24624	DB00397	235071
24625	DB00397	235691
24626	DB00397	233121
24627	DB00397	243318
24628	DB00397	259907
24629	DB00397	233902
24630	DB00397	243658
24631	DB00397	243654
24632	DB00397	243655
24633	DB00397	243656
24634	DB00397	243657
24635	DB00397	243650
24636	DB00397	243651
24637	DB00397	243652
24638	DB00397	243653
24639	DB00397	242520
24640	DB00397	8127
24641	DB00397	260102
24642	DB00397	28553
24643	DB00397	22592
24644	DB00397	230358
24645	DB00397	15390
24646	DB00397	344
24647	DB00397	347
24648	DB00397	227520
24649	DB00397	228843
24650	DB00397	238080
24651	DB00397	238088
24652	DB00397	20381
24653	DB00397	229621
24654	DB00397	227713
24655	DB00397	16351
24656	DB00397	1920
24657	DB00397	260390
24658	DB00397	236635
24659	DB00397	15765
24660	DB00397	234589
24661	DB00397	253454
24662	DB00397	16177
24663	DB00397	16108
24664	DB00397	233877
24665	DB00397	236345
24666	DB00397	236962
24667	DB00397	243818
24668	DB00397	243810
24669	DB00397	260387
24670	DB00397	229171
24671	DB00397	243023
24672	DB00397	243022
24673	DB00397	243021
24674	DB00397	243020
24675	DB00397	8772
24676	DB00397	243689
24677	DB00397	243688
24678	DB00397	243687
24679	DB00397	243686
24680	DB00397	243685
24681	DB00397	243684
24682	DB00397	243683
24683	DB00397	243682
24684	DB00397	243681
24685	DB00397	243680
24686	DB00397	242378
24687	DB00397	242379
24688	DB00397	242374
24689	DB00397	242375
24690	DB00397	242376
24691	DB00397	242377
24692	DB00397	14470
24693	DB00397	234744
24694	DB00397	228614
24695	DB00397	229955
24696	DB00397	6758
24697	DB00397	18744
24698	DB00397	3648
24699	DB00397	242875
24700	DB00397	103488
24701	DB00397	230541
24702	DB00397	5221
24703	DB00397	232607
24704	DB00397	238375
24705	DB00397	235210
24706	DB00397	231965
24707	DB00397	102673
24708	DB00397	229962
24709	DB00397	243834
24710	DB00397	243835
24711	DB00397	243836
24712	DB00397	243837
24713	DB00397	243830
24714	DB00397	243831
24715	DB00397	243832
24716	DB00397	243833
24717	DB00397	243839
24718	DB00397	28771
24719	DB00397	5341
24720	DB00397	5343
24721	DB00397	5348
24722	DB00397	5349
24723	DB00397	5883
24724	DB00397	239077
24725	DB00397	242491
24726	DB00397	8097
24727	DB00397	234425
24728	DB00397	6961
24729	DB00397	14509
24730	DB00397	19823
24731	DB00397	243090
24732	DB00397	13277
24733	DB00397	227804
24734	DB00397	243520
24735	DB00397	8292
24736	DB00397	228811
24737	DB00397	2179
24738	DB00397	242909
24739	DB00397	242908
24740	DB00397	242903
24741	DB00397	242902
24742	DB00397	242901
24743	DB00397	242900
24744	DB00397	242907
24745	DB00397	242905
24746	DB00397	242904
24747	DB00397	231554
24748	DB00397	5354
24749	DB00397	5353
24750	DB00397	5352
24751	DB00397	5351
24752	DB00397	5350
24753	DB00397	246166
24754	DB00397	228997
24755	DB00397	228993
24756	DB00397	1797
24757	DB00397	12645
24758	DB00397	30653
24759	DB00397	230627
24760	DB00397	243202
24761	DB00397	243201
24762	DB00397	243200
24763	DB00397	17979
24764	DB00397	229883
24765	DB00397	231076
24766	DB00397	242428
24767	DB00397	242429
24768	DB00397	242420
24769	DB00397	242421
24770	DB00397	242422
24771	DB00397	242423
24772	DB00397	242424
24773	DB00397	242425
24774	DB00397	242426
24775	DB00397	242427
24776	DB00397	260189
24777	DB00397	5870
24778	DB00397	5877
24779	DB00397	11746
24780	DB00397	26826
24781	DB00397	1558
24782	DB00397	2163
24783	DB00397	243300
24784	DB00397	243306
24785	DB00397	4772
24786	DB00397	4771
24787	DB00397	233965
24788	DB00397	236217
24789	DB00397	243638
24790	DB00397	243639
24791	DB00397	243636
24792	DB00397	243637
24793	DB00397	243634
24794	DB00397	243635
24795	DB00397	243632
24796	DB00397	243633
24797	DB00397	243630
24798	DB00397	243631
24799	DB00397	9571
24800	DB00397	9570
24801	DB00397	238147
24802	DB00397	238145
24803	DB00397	232792
24804	DB00397	242877
24805	DB00397	242876
24806	DB00397	242873
24807	DB00397	242872
24808	DB00397	242871
24809	DB00397	242870
24810	DB00397	242879
24811	DB00397	242878
24812	DB00397	103007
24813	DB00397	235469
24814	DB00397	235466
24815	DB00397	14811
24816	DB00397	16433
24817	DB00397	228601
24818	DB00397	3942
24819	DB00397	232614
24820	DB00397	14743
24821	DB00397	242749
24822	DB00397	242748
24823	DB00397	8346
24824	DB00397	18321
24825	DB00397	237837
24826	DB00397	246180
24827	DB00397	260190
24828	DB00397	260191
24829	DB00397	260192
24830	DB00397	260193
24831	DB00397	21759
24832	DB00397	243379
24833	DB00397	243377
24834	DB00397	243376
24835	DB00397	243375
24836	DB00397	243374
24837	DB00397	243373
24838	DB00397	243372
24839	DB00397	243371
24840	DB00397	243370
24841	DB00397	232465
24842	DB00397	4387
24843	DB00397	6365
24844	DB00397	1619
24845	DB00397	230639
24846	DB00397	16122
24847	DB00397	10989
24848	DB00397	10988
24849	DB00397	10985
24850	DB00397	10987
24851	DB00397	10986
24852	DB00397	10983
24853	DB00397	17291
24854	DB00397	241885
24855	DB00397	229298
24856	DB00397	231632
24857	DB00397	237673
24858	DB00397	237090
24859	DB00397	241971
24860	DB00397	15334
24861	DB00397	230845
24862	DB00397	235334
24863	DB00397	234278
24864	DB00397	242398
24865	DB00397	242399
24866	DB00397	242392
24867	DB00397	242393
24868	DB00397	242390
24869	DB00397	242391
24870	DB00397	242396
24871	DB00397	242394
24872	DB00397	242395
24873	DB00397	255350
24874	DB00397	255351
24875	DB00397	24939
24876	DB00397	31291
24877	DB00397	31292
24878	DB00397	31293
24879	DB00397	2752
24880	DB00397	237204
24881	DB00397	8220
24882	DB00397	8221
24883	DB00397	233276
24884	DB00397	231526
24885	DB00397	2167
24886	DB00397	236007
24887	DB00397	228941
24888	DB00397	242927
24889	DB00397	242926
24890	DB00397	242928
24891	DB00397	14629
24892	DB00397	234955
24893	DB00397	234378
24894	DB00397	253268
24895	DB00397	102081
24896	DB00397	28655
24897	DB00397	228015
24898	DB00397	239310
24899	DB00397	236697
24900	DB00397	13095
24901	DB00397	102323
24902	DB00397	9712
24903	DB00397	22175
24904	DB00397	229247
24905	DB00397	242475
24906	DB00397	103265
24907	DB00397	103267
24908	DB00397	12249
24909	DB00397	242487
24910	DB00397	242484
24911	DB00397	237681
24912	DB00397	102824
24913	DB00397	242293
24914	DB00397	233918
24915	DB00397	236242
24916	DB00397	243661
24917	DB00397	243660
24918	DB00397	243663
24919	DB00397	243662
24920	DB00397	243665
24921	DB00397	243664
24922	DB00397	243667
24923	DB00397	243666
24924	DB00397	243669
24925	DB00397	243668
24926	DB00397	28930
24927	DB00397	6900
24928	DB00397	8130
24929	DB00397	8147
24930	DB00397	2823
24931	DB00397	233497
24932	DB00397	236163
24933	DB00397	17730
24934	DB00397	234458
24935	DB00397	232642
24936	DB00397	242969
24937	DB00397	242968
24938	DB00397	242967
24939	DB00397	242966
24940	DB00397	227490
24941	DB00397	2428
24942	DB00397	2425
24943	DB00397	2427
24944	DB00397	228705
24945	DB00397	1956
24946	DB00397	255352
24947	DB00397	237922
24948	DB00397	241883
24949	DB00397	241882
24950	DB00397	241881
24951	DB00397	241880
24952	DB00397	241886
24953	DB00397	17227
24954	DB00397	242506
24955	DB00397	229406
24956	DB00397	29081
24957	DB00397	257354
24958	DB00397	18233
24959	DB00397	18236
24960	DB00397	233861
24961	DB00397	236332
24962	DB00397	243715
24963	DB00397	243714
24964	DB00397	243716
24965	DB00397	243711
24966	DB00397	243710
24967	DB00397	243713
24968	DB00397	243712
24969	DB00397	242388
24970	DB00397	242384
24971	DB00397	242386
24972	DB00397	260194
24973	DB00397	102241
24974	DB00397	260389
24975	DB00397	260388
24976	DB00397	27347
24977	DB00397	227992
24978	DB00397	229785
24979	DB00397	243378
24980	DB00397	237447
24981	DB00397	237441
24982	DB00397	243690
24983	DB00397	243691
24984	DB00397	243692
24985	DB00397	243693
24986	DB00397	243694
24987	DB00397	243695
24988	DB00397	243696
24989	DB00397	243697
24990	DB00397	243698
24991	DB00397	243699
24992	DB00397	28306
24993	DB00397	2677
24994	DB00397	241884
24995	DB00397	242899
24996	DB00397	242898
24997	DB00397	242893
24998	DB00397	242896
24999	DB00397	19386
25000	DB00397	260394
25001	DB00397	108320
25002	DB00397	230531
25003	DB00397	238368
25004	DB00397	238369
25005	DB00397	246190
25006	DB00397	246191
25007	DB00397	246192
25008	DB00397	246194
25009	DB00397	246195
25010	DB00397	246196
25011	DB00397	246197
25012	DB00397	908
25013	DB00397	232403
25014	DB00397	108423
25015	DB00397	228034
25016	DB00397	233246
25017	DB00397	239345
25018	DB00397	243809
25019	DB00397	243808
25020	DB00397	243801
25021	DB00397	243803
25022	DB00397	243805
25023	DB00397	243804
25024	DB00397	243807
25025	DB00397	260986
25026	DB00397	106564
25027	DB00397	106561
25028	DB00397	106562
25029	DB00397	106563
25030	DB00397	230120
25031	DB00397	231659
25032	DB00397	243108
25033	DB00397	243109
25034	DB00397	243102
25035	DB00397	243103
25036	DB00397	243104
25037	DB00397	243105
25038	DB00397	243106
25039	DB00397	243107
25040	DB00397	260996
25041	DB00397	237556
25042	DB00397	236819
25043	DB00397	235170
25044	DB00397	236483
25045	DB00397	227815
25046	DB00397	18436
25047	DB00397	232938
25048	DB00397	236138
25049	DB00397	237269
25050	DB00397	29918
25051	DB00397	8283
25052	DB00397	19330
25053	DB00397	255345
25054	DB00397	255347
25055	DB00397	255343
25056	DB00397	255349
25057	DB00397	5363
25058	DB00397	230218
25059	DB00397	242918
25060	DB00397	242919
25061	DB00397	242914
25062	DB00397	242915
25063	DB00397	242916
25064	DB00397	242917
25065	DB00397	242911
25066	DB00397	242913
25067	DB00397	234013
25068	DB00397	24466
25069	DB00397	5344
25070	DB00397	5347
25071	DB00397	5342
25072	DB00397	12528
25073	DB00397	242786
25074	DB00397	242932
25075	DB00397	242933
25076	DB00397	242930
25077	DB00397	242936
25078	DB00397	242934
25079	DB00397	242935
25080	DB00397	242939
25081	DB00397	239236
25082	DB00397	230588
25083	DB00397	15034
25084	DB00397	243391
25085	DB00397	243390
25086	DB00397	243393
25087	DB00397	243392
25088	DB00397	243395
25089	DB00397	243394
25090	DB00397	243397
25091	DB00397	243396
25092	DB00397	243399
25093	DB00397	243398
25094	DB00397	229872
25095	DB00397	238911
25096	DB00397	246187
25097	DB00397	246186
25098	DB00397	246185
25099	DB00397	246184
25100	DB00397	246183
25101	DB00397	246182
25102	DB00397	246181
25103	DB00397	246189
25104	DB00397	246188
25105	DB00397	102697
25106	DB00397	230634
25107	DB00397	227680
25108	DB00397	15729
25109	DB00397	233014
25110	DB00397	109834
25111	DB00397	234545
25112	DB00397	229891
25113	DB00397	230738
25114	DB00397	103897
25115	DB00397	236922
25116	DB00397	242419
25117	DB00397	242418
25118	DB00397	242415
25119	DB00397	242414
25120	DB00397	242417
25121	DB00397	242416
25122	DB00397	242411
25123	DB00397	242410
25124	DB00397	242413
25125	DB00397	242412
25126	DB00397	7453
25127	DB00397	230082
25128	DB00397	239104
25129	DB00397	239107
25130	DB00397	228263
25131	DB00397	236228
25132	DB00397	236226
25133	DB00397	9561
25134	DB00397	9569
25135	DB00397	2410
25136	DB00397	26998
25137	DB00397	11706
25138	DB00397	230327
25139	DB00397	228385
25140	DB00397	242868
25141	DB00397	242869
25142	DB00397	242860
25143	DB00397	242861
25144	DB00397	242862
25145	DB00397	242863
25146	DB00397	242864
25147	DB00397	242865
25148	DB00397	242866
25149	DB00397	242867
25150	DB00397	236135
25151	DB00397	257353
25152	DB00397	3527
25153	DB00397	13690
25154	DB00397	242801
25155	DB00397	243489
25156	DB00397	242758
25157	DB00397	242759
25158	DB00397	242752
25159	DB00397	242753
25160	DB00397	242750
25161	DB00397	242751
25162	DB00397	242756
25163	DB00397	242757
25164	DB00397	242754
25165	DB00397	242755
25166	DB00397	102112
25167	DB00397	17907
25168	DB00397	21742
25169	DB00397	243368
25170	DB00397	243369
25171	DB00397	9881
25172	DB00397	230024
25173	DB00397	102637
25174	DB00397	232475
25175	DB00397	103312
25176	DB00397	243647
25177	DB00397	230426
25178	DB00397	242512
25179	DB00397	242513
25180	DB00397	242515
25181	DB00397	242516
25182	DB00397	242517
25183	DB00397	6370
25184	DB00397	6371
25185	DB00397	12995
25186	DB00397	238897
25187	DB00397	10978
25188	DB00397	17288
25189	DB00397	229417
25190	DB00397	21131
25191	DB00397	236984
25192	DB00397	243153
25193	DB00397	243152
25194	DB00397	243151
25195	DB00397	243150
25196	DB00397	243154
25197	DB00397	237080
25198	DB00397	242397
25199	DB00397	10837
25200	DB00397	243314
25201	DB00397	243316
25202	DB00397	15497
25203	DB00397	235126
25204	DB00397	237781
25205	DB00397	255411
25206	DB00397	255413
25207	DB00397	255412
25208	DB00397	227840
25209	DB00397	227847
25210	DB00397	24904
25211	DB00397	30159
25212	DB00397	232951
25213	DB00397	2488
25214	DB00397	2489
25215	DB00397	2480
25216	DB00397	231893
25217	DB00397	233633
25218	DB00397	728
25219	DB00397	234127
25220	DB00397	242859
25221	DB00397	242855
25222	DB00397	242854
25223	DB00397	242857
25224	DB00397	244082
25225	DB00397	242856
25226	DB00397	242852
25227	DB00397	261207
25228	DB00397	239329
25229	DB00397	232481
25230	DB00397	102359
25231	DB00397	231032
25232	DB00397	242468
25233	DB00397	242469
25234	DB00397	242464
25235	DB00397	242465
25236	DB00397	242466
25237	DB00397	242467
25238	DB00397	242460
25239	DB00397	242461
25240	DB00397	242462
25241	DB00397	242463
25242	DB00397	233141
25243	DB00397	231789
25244	DB00397	231785
25245	DB00397	242910
25246	DB00397	242912
25247	DB00397	237128
25248	DB00397	243672
25249	DB00397	243673
25250	DB00397	243670
25251	DB00397	243671
25252	DB00397	243676
25253	DB00397	243677
25254	DB00397	243674
25255	DB00397	243675
25256	DB00397	243678
25257	DB00397	243679
25258	DB00397	7728
25259	DB00397	235193
25260	DB00397	229024
25261	DB00397	242839
25262	DB00397	242838
25263	DB00397	242833
25264	DB00397	242832
25265	DB00397	242831
25266	DB00397	242830
25267	DB00397	242837
25268	DB00397	242836
25269	DB00397	242835
25270	DB00397	242834
25271	DB00397	242485
25272	DB00397	231425
25273	DB00397	242483
25274	DB00397	233482
25275	DB00397	242481
25276	DB00397	6854
25277	DB00397	233388
25278	DB00397	232650
25279	DB00397	242978
25280	DB00397	242979
25281	DB00397	242976
25282	DB00397	242977
25283	DB00397	242974
25284	DB00397	242975
25285	DB00397	242972
25286	DB00397	242973
25287	DB00397	242970
25288	DB00397	242971
25289	DB00397	242789
25290	DB00397	242785
25291	DB00397	242784
25292	DB00397	242787
25293	DB00397	242781
25294	DB00397	242780
25295	DB00397	242783
25296	DB00397	242782
25297	DB00397	227745
25298	DB00397	242945
25299	DB00397	242944
25300	DB00397	242943
25301	DB00397	242942
25302	DB00397	242941
25303	DB00397	233575
25304	DB00397	229440
25305	DB00397	259477
25306	DB00397	259475
25307	DB00397	259474
25308	DB00397	244053
25309	DB00397	244052
25310	DB00397	244051
25311	DB00397	244050
25312	DB00397	244057
25313	DB00397	244056
25314	DB00397	244055
25315	DB00397	244054
25316	DB00397	244059
25317	DB00397	259471
25318	DB00397	7835
25319	DB00397	7836
25320	DB00397	259470
25321	DB00397	235802
25322	DB00397	239038
25323	DB00397	15626
25324	DB00397	242892
25325	DB00397	242895
25326	DB00397	242894
25327	DB00397	246169
25328	DB00397	246168
25329	DB00397	246161
25330	DB00397	246163
25331	DB00397	246165
25332	DB00397	246167
25333	DB00397	237931
25334	DB00397	103348
25335	DB00397	235303
25336	DB00397	236653
25337	DB00397	29091
25338	DB00397	243276
25339	DB00397	243277
25340	DB00397	243274
25341	DB00397	243275
25342	DB00397	243272
25343	DB00397	243273
25344	DB00397	243278
25345	DB00397	234767
25346	DB00397	6899
25347	DB00397	103873
25348	DB00397	230796
