CUI	CODE
C0234249	D009437
C0038870	D009437
C0042656	D009437
C0751771	D020186
C0751769	D020186
C0751770	D020186
C0393774	D020186
C2364111	D000370
C0750888	D000370
C0278155	D000370
C0151934	D000370
C0026838	D009128
C0277820	D009128
C0443306	D009128
C0013395	D004415
C0009676	D003221
C0751053	D003221
C0152124	D003221
C0233407	D003221
C0813178	D003221
C0020651	D007024
C0022354	D041781
C0751774	D020189
C0234471	D018886
C0085602	D059606
C0042024	D014549
C0013386	D004409
C0751088	D004409
C0022346	D007565
C0242183	D007565
C0684219	D020385
C0474520	D020385
C0024902	D059373
C0458224	D055958
C0030975	D010468
C0751420	D010468
C0751418	D010468
C0751421	D010468
C0751419	D010468
C0040822	D014202
C0234376	D014202
C0234374	D014202
C0234371	D014202
C0234381	D014202
C0234373	D014202
C0234372	D014202
C1527384	D014202
C0235081	D014202
C0234375	D014202
C0235082	D014202
C0235843	D014202
C0235083	D014202
C0234377	D014202
C0235078	D014202
C0234370	D014202
C0751564	D014202
C0234379	D014202
C0040827	D014202
C0751565	D014202
C0149840	D014202
C0234378	D014202
C0034155	D011697
C1268935	D011697
C1956258	D011697
C3494358	D062706
C3494359	D062706
C3494360	D062706
C3494361	D062706
C0162674	D017246
C0030486	D010264
C0037772	D010264
C0242036	D010264
C0278114	D010264
C0452143	D010264
C0278115	D010264
C0087012	D020754
C0752122	D020754
C0752125	D020754
C0752123	D020754
C0752120	D020754
C0752121	D020754
C0752124	D020754
C0023014	D007805
C0023012	D007805
C0751257	D007805
C0454655	D007805
C0241210	D007805
C0026825	D009123
C0026827	D009123
C0427202	D009123
C0427201	D009123
C2267233	D009123
C0751330	D009123
C0031880	D010845
C0393776	D020923
C0752302	D020923
C0752301	D020923
C0019521	D006606
C0395005	D059607
C0007814	D002558
C0751026	D002558
C0751027	D002558
C0013404	D004417
C0020429	D006930
C0751211	D006930
C0751212	D006930
C0751213	D006930
C0751214	D006930
C2936719	D006930
C0458247	D006930
C0042909	D014823
C0028734	D053158
C0751757	D020177
C0028961	D009846
C0242700	D018489
C0016579	D010292
C0030554	D010292
C0392699	D010292
C0235044	D010292
C0751412	D010292
C0221166	D020335
C0278118	D020335
C0521663	D020335
C0751906	D020335
C0278119	D020335
C2936229	D057768
C1963763	D055111
C0393626	D053578
C1096154	D053578
C1721017	D053578
C0036454	D012607
C0422991	D012607
C0271198	D012607
C0271200	D012607
C0152191	D012607
C0271196	D012607
C0544679	D012607
C0271197	D012607
C0235066	D012607
C0438434	D012607
C0235068	D012607
C0553624	D012607
C0032897	D011218
C0265222	D011218
C0040264	D014012
C0751556	D014012
C0521787	D014012
C0395955	D014012
C0751557	D014012
C0751558	D014012
C0521788	D014012
C0155534	D014012
C0395959	D014012
C0751559	D014012
C0155533	D014012
C0752262	D020886
C0752261	D020886
C0752258	D020886
C0752260	D020886
C0752256	D020886
C0752257	D020886
C0752255	D020886
C0035232	D012133
C0175702	D018980
C0015644	D005207
C0239548	D005207
C0751144	D005207
C0541957	D005207
C0699826	D060050
C0023795	D008065
C0013428	D053159
C0520909	D020250
C0520905	D020250
C0520904	D020250
C0751761	D020181
C0520679	D020181
C0039870	D013851
C0041667	D013851
C2936233	D057774
C3178766	D059226
C0234244	D059226
C0035258	D012148
C0278152	D019569
C0751726	D019569
C0013911	D004614
C0003123	D000855
C0018781	D006317
C1148522	D006317
C0026205	D015877
C0020505	D006963
C0035372	D015518
C0015676	D005222
C0001519	D000270
C0011206	D003693
C0338644	D003693
C0154333	D003693
C0008039	D002639
C0011991	D003967
C0270972	D003635
C1802395	D003635
C1853099	D003635
C1135120	D059390
C0021775	D007383
C0869474	D060705
C1395913	D060705
C3178984	D060705
C0600467	D020078
C1527344	D055154
C0264588	D055154
C0751579	D055154
C0454545	D055154
C0264609	D055154
C0030200	D010148
C0007384	D002385
C0750991	D002385
C0000727	D000006
C0086439	D018476
C0751701	D018476
C0233565	D018476
C0242684	D018476
C0085593	D023341
C0019572	D006628
C0031315	D010591
C3179245	D010591
C0036572	D012640
C0022333	D012640
C0751494	D012640
C0422852	D012640
C0234535	D012640
C0494475	D012640
C0751495	D012640
C0234533	D012640
C0422854	D012640
C0422853	D012640
C0751496	D012640
C0422850	D012640
C0270844	D012640
C0422855	D012640
C0270824	D012640
C0009951	D012640
C0751056	D012640
C0018775	D006312
C0043096	D015431
C0028754	D009765
C0026635	D009058
C1299624	D054972
C2717760	D055964
C0009792	D003244
C0751054	D003244
C0549249	D003244
C0751055	D003244
C0004604	D001416
C0750949	D001416
C0740363	D001416
C0438921	D001416
C0013390	D004412
C0012569	D004172
C0751076	D004172
C0751077	D004172
C0751078	D004172
C0271190	D004172
C0271186	D004172
C0751079	D004172
C0751080	D004172
C0030794	D017699
C0423641	D021501
C0016199	D021501
C0423640	D021501
C0029163	D006472
C0006370	D002032
C0520966	D001259
C0004134	D001259
C0750937	D001259
C0278161	D001259
C0240991	D001259
C0427190	D001259
C0750940	D001259
C0454578	D001041
C1510456	D001041
C0234473	D001041
C0454575	D001041
C0035317	D012166
C0003113	D000849
C0750915	D000849
C0015411	D005132
C0394016	D020207
C0751812	D020207
C0034880	D012001
C0751467	D012001
C0751466	D012001
C0034933	D012021
C0743002	D012021
C0751472	D012021
C0751480	D012021
C0751477	D012021
C0751474	D012021
C0522345	D012021
C0751469	D012021
C0234146	D012021
C0751468	D012021
C0151888	D012021
C0277839	D012021
C0751470	D012021
C0277850	D012021
C0151889	D012021
C0576612	D012021
C0558845	D012021
C0558847	D012021
C0278211	D012021
C0241772	D012021
C0234784	D012021
C0558846	D012021
C0751471	D012021
C0751473	D012021
C0751479	D012021
C0751475	D012021
C0151572	D012021
C0751476	D012021
C0751478	D012021
C0751481	D012021
C0028077	D009755
C0234245	D059265
C0150045	D053202
C0006625	D002100
C0162703	D017288
C0152020	D018589
C0035934	D012415
C0007398	D002389
C0338650	D002389
C0750992	D002389
C0750993	D002389
C0034150	D011693
C0031256	D011693
C0878773	D053201
C0268849	D053201
C0155552	D046089
C0039338	D013651
C0234319	D013651
C0234299	D013651
C0234306	D013651
C0234303	D013651
C0234300	D013651
C0234297	D013651
C0234304	D013651
C0234302	D013651
C0234298	D013651
C0234305	D013651
C0240327	D013651
C0003862	D018771
C0162296	D018771
C0037320	D020184
C0751768	D020184
C0751765	D020184
C0751766	D020184
C0751767	D020184
C0917967	D011681
C0034124	D011681
C0423302	D011681
C0339662	D011681
C0034123	D011681
C0347925	D011681
C0751458	D011681
C0271134	D011681
C0271135	D011681
C0235804	D011681
C0423310	D011681
C0423299	D011681
C0271131	D011681
C0423313	D011681
C0271141	D011681
C0751457	D011681
C0221263	D019080
C0015672	D005221
C0086525	D005221
C0234362	D046608
C0234512	D020238
C0751841	D020238
C0751842	D020238
C0034642	D012135
C0032230	D012135
C0035234	D012135
C0035508	D012135
C0038450	D012135
C0043144	D012135
C0235287	D000857
C0553757	D000857
C1510410	D000857
C0003126	D000857
C0752251	D020879
C0752252	D020879
C0004135	D001260
C0872084	D055948
C0024031	D017116
C0423682	D017116
C0577660	D017116
C0751648	D017116
C0423689	D017116
C0018524	D006212
C0233762	D006212
C0233773	D006212
C0233763	D006212
C0424068	D006212
C0751175	D006212
C0233775	D006212
C0424083	D006212
C0233759	D006212
C0233766	D006212
C0424082	D006212
C0233776	D006212
C0544668	D006212
C0233765	D006212
C0029226	D006212
C0563661	D006212
C0235153	D006212
C0233774	D006212
C0233767	D006212
C0751176	D006212
C0563608	D006212
C0424072	D006212
C0424071	D006212
C0015402	D005130
C0003910	D001184
C0236828	D001184
C0566625	D001184
C0013362	D004401
C0454597	D004401
C0454598	D004401
C0240952	D004401
C0454596	D004401
C1563666	D004401
C0221058	D060486
C0240682	D059388
C2609259	D059388
C0013528	D004454
C0751869	D020270
C0751868	D020270
C0586323	D020270
C2936447	D058568
C0221243	D058568
C0002622	D000647
C0236795	D000647
C0262497	D000647
C0233750	D000647
C0750906	D000647
C0233796	D000647
C0750907	D000647
C0028756	D009767
C0014724	D004884
C0030508	D020447
C0751948	D020447
C0751946	D020447
C0234455	D020447
C0751947	D020447
C0030193	D010146
C0234238	D010146
C0234230	D010146
C0458259	D010146
C0751407	D010146
C0234254	D010146
C0458257	D010146
C0751408	D010146
C0011052	D003638
C0581883	D003638
C0086395	D003638
C0751068	D003638
C0421272	D056865
C2717912	D056865
C2717911	D056865
C0020450	D006939
C0004310	D001308
C0750942	D001308
C0231835	D059246
C0005910	D001835
C0700201	D020920
C0752291	D020920
C0752288	D020920
C0752289	D020920
C0752293	D020920
C0752292	D020920
C0752290	D020920
C0878677	D052120
C0231691	D020234
C0751837	D020234
C0751836	D020234
C0013456	D004433
C0206064	D017566
C0038868	D013494
C0037315	D012891
C0338495	D012891
C0020529	D012891
C0521785	D046088
C0231311	D020179
C0019079	D006469
C0751136	D053591
C0234250	D053591
C0752287	D020919
C0752285	D020919
C0752286	D020919
C0033074	D011304
C0026961	D015878
C0016667	D005600
C0751156	D005600
C0751157	D005600
