CUI	CODE
C0349325	F80.9
C1260406	G31.09
C1260405	G31.09
C2882656	I69.928
C2863730	S82.853A
C2862707	S82.409A
C2863713	S82.852A
C0348735	K45.8
C0949153	Z85.53
C2977230	M76.892
C1401193	I61.3
C2891374	T88.7XXS
C2883774	T50.905S
C0478055	Q61.8
C1535334	Q61.8
C1971816	Q61.8
C0270800	G95.89
C0270770	G95.89
C0270769	G95.89
C0477423	G95.89
C2896379	M75.82
C2349529	J15.211
C2349530	J15.211
C2907889	Y92.69
C2907886	Y92.69
C2907887	Y92.69
C2907888	Y92.69
C2907885	Y92.69
C2841938	S42.493A
C2841516	S42.402A
C2841518	S42.402D
C2894862	M24.549
C2841522	S42.402S
C2881909	H81.43
C2895057	M25.639
C2841514	S42.401S
C2903131	N85.00
C0866271	N85.00
C0014173	N85.00
C2886840	T81.30XA
C2895052	M25.622
C2894860	M24.529
C2108136	M24.522
C2886701	T78.2XXA
C0494608	I62.9
C2911614	B27.90
C2875291	G57.61
C0839223	M67.40
C2893598	M11.269
C0455204	R45.850
C1720771	N43.3
C2880851	H34.00
C2880888	H35.039
C0149793	G45.3
C0155066	H54.60
C2881382	H53.129
C0838042	M21.70
C0839157	M66.329
C2895010	M25.369
C2894462	M21.069
C1396724	I31.8
C2882226	I31.8
C0155694	I31.8
C2712393	Y93.16
C2712737	Y93.16
C2842541	S43.439A
C2842526	S43.422D
C0007789	G80.9
C0011334	K02.9
C0851258	M70.40
C2896163	M70.41
C2842527	S43.422S
C2842524	S43.421S
C2881235	H47.239
C0494780	K62.9
C1527169	Z52.9
C0013019	Z52.9
C1456265	B19.21
C1456261	B17.11
C0348651	I78.8
C0155765	I78.9
C2894461	M21.062
C0031142	K66.9
C2891281	T86.43
C2903000	N36.41
C0747194	K85.1
C0521614	K85.1
C2891282	T86.49
C2888022	K91.89
C0017145	I86.4
C0022951	E73.9
C2894636	M23.204
C2894633	M23.201
C0158053	M23.90
C0155283	H05.50
C2875250	G44.41
C2876930	T37.5X5A
C2874854	F19.982
C0267797	B17.9
C0276622	B17.9
C2907610	Y77.2
C2891250	T85.85XA
C0348741	K56.69
C0267465	K56.69
C1400398	K56.69
C0021843	K56.69
C0338591	G45.4
C2893596	M11.261
C2893597	M11.262
C2875298	G57.91
C2875299	G57.92
C2874882	F31.30
C2858372	S72.413A
C2864547	S83.512A
C0012746	F44.9
C1442976	F44.9
C2895069	M25.669
C0751931	G57.20
C2842948	S46.009A
C0154729	G50.1
C0546384	K13.79
C2887641	K13.79
C2349923	Z90.711
C2349922	Z90.711
C2889387	M06.00
C2864480	S83.289A
C0005937	M85.40
C0156346	N80.4
C2864150	S83.013A
C0477550	M13.80
C2910677	Z28.21
C0451820	M23.50
C2349425	G44.51
C2832933	S10.93XS
C2880946	H35.353
C2890424	T84.019S
C0020428	E26.9
C2977229	M76.891
C2831639	S03.4XXA
C2873708	D44.11
C2866059	S89.92XS
C2062374	E26.09
C2874194	E26.09
C0272386	J35.1
C0272388	J35.8
C0272391	J35.8
C0865773	J35.8
C0272392	J35.8
C0155833	J35.8
C0155834	J35.8
C0031212	F60.9
C0302527	F60.9
C2874678	F15.99
C2874708	F16.90
C0349368	I15.2
C0029616	G51.8
C0495116	N93.0
C0156348	N80.6
C0730525	F43.12
C0002726	E85.9
C2901759	M85.841
C1304165	L92.0
C0085074	L92.0
C2847483	S54.00XA
C0155945	M26.69
C0341460	K85.2
C0338466	G25.61
C2895717	M62.151
C0154409	F33.9
C0011570	F33.9
C0477772	N76.89
C0238419	N49.3
C0271446	H65.90
C2837362	S31.809A
C0281778	K61.0
C0031019	K61.0
C0267567	K61.2
C0455422	Z82.71
C2873725	D48.1
C0154125	D48.1
C2873723	D48.1
C2873724	D48.1
C3161051	C44.40
C2887238	I83.899
C2903066	N50.1
C2903067	N50.1
C1398510	N50.1
C0042374	N50.1
C3263779	C44.519
C0838531	M46.40
C0026896	G70.00
C1260409	G70.00
C2880985	H35.54
C0154865	H35.54
C2837954	C34.30
C0030283	K86.2
C0030299	K86.3
C2895219	M40.40
C2850315	S61.409A
C2850324	S61.412A
C0348800	J21.8
C3161104	J84.82
C2879452	T46.2X5A
C0261588	Y84.0
C2874081	E11.311
C2837993	C43.39
C2895095	M25.762
C2874885	F31.4
C0266571	Q14.1
C0266564	Q14.1
C2881344	H52.12
C2881347	H52.202
C2881404	H53.452
C2874094	E11.351
C2900818	M84.375A
C2830942	S00.81XA
C2902966	N30.10
C2903093	N60.11
C2890173	T82.857A
C0838561	M46.90
C0857815	D56.9
C0039730	D56.9
C0265240	Q87.0
C0265224	Q87.0
C0687154	Q87.0
C0265233	Q87.0
C0266667	Q87.0
C0031900	Q87.0
C0001193	Q87.0
C0221060	Q87.0
C1510460	Q87.0
C0432066	Q87.0
C0152210	H50.30
C0220754	D81.810
C0157917	M08.40
C2889574	M08.3
C2910456	Z00.129
C2910457	Z00.129
C0341679	N25.0
C1527410	N25.0
C1398538	N25.0
C0543799	N25.0
C0035086	N25.0
C0238506	Q64.2
C0266337	Q64.31
C2910236	Q64.31
C0478056	Q62.39
C0948710	Q62.39
C2921284	Z87.710
C0016807	K59.9
C2603372	F84.0
C0004352	F84.0
C0261594	Y84.6
C0158698	Q64.9
C2874991	F80.1
C0236826	F80.1
C0265536	Q75.0
C0030044	Q75.0
C0265535	Q75.0
C0010278	Q75.0
C0495615	Q75.9
C0265543	Q75.9
C0265527	Q75.9
C0235833	Q79.0
C0478079	Q79.1
C0221360	Q79.1
C0158782	Q79.1
C0011981	Q79.1
C2846523	S52.529A
C2846516	S52.522A
C0158511	M95.2
C2875357	G83.4
C0392548	G83.4
C2847101	S52.92XA
C2846372	S52.502A
C2846857	S52.602A
C0162019	H05.30
C0026613	F82
C0520947	F82
C0011757	F82
C0349324	F80.89
C0236828	F80.0
C0233728	F80.0
C0003910	F80.0
C2874990	F80.0
C2004345	F80.0
C0233727	F80.0
C0015544	R62.51
C0231246	R62.51
C0042580	N13.70
C0152217	H50.52
C2860310	S80.02XA
C2856161	S70.212A
C2887528	K02.62
C2841535	S42.411D
C0452147	Q54.2
C0475521	G40.009
C2875077	G40.009
C2911066	Z68.54
C2896455	M79.651
C2903110	N60.99
C3264564	Q65.89
C3264563	Q65.89
C0431952	Q65.89
C0423625	H92.03
C2895120	M25.852
C2910867	Z45.09
C2911499	Z95.818
C2873746	D50.8
C0477300	D50.8
C0348494	E78.4
C0020474	E78.4
C0042510	I49.01
C0272412	D73.3
C2839080	S36.029A
C2887333	I97.190
C0348589	I23.8
C2839066	S36.00XA
C2887325	I97.110
C1135344	G72.81
C1135188	G72.81
C1135346	G72.81
C1135345	G72.81
C0339899	J39.8
C2911485	Z92.81
C0375552	N39.43
C3263795	C44.619
C0002019	R48.0
C1961116	Z86.74
C2921275	Z86.74
C2883596	T50.2X5A
C2845925	C69.90
C2861683	D04.10
C2861685	D04.12
C2882674	I69.959
C0260430	Z85.47
C3263727	C44.101
C3263735	C44.121
C2875609	H02.439
C3263729	C44.109
C3263737	C44.129
C2882651	I69.920
C2911056	Z68.35
C2888112	L03.116
C2830344	R39.16
C0013378	R43.2
C0003081	H52.31
C2712646	D64.81
C2712647	D64.81
C0260512	Z80.6
C2911291	Z80.6
C0349297	F69
C2870022	T17.1XXA
C2847213	S53.033A
C2847137	S53.003A
C2847205	S53.031A
C2349994	B35.0
C0276742	B35.0
C0040250	B35.0
C0494103	B35.0
C0476665	Z28.9
C0036689	J02.0
C2887450	J45.21
C0478005	Q27.8
C2910151	Q27.8
C2910150	Q27.8
C0265938	Q27.8
C2939184	Q27.8
C0265941	Q27.8
C2881678	H66.001
C0238358	G72.3
C1955768	G72.3
C0238357	G72.3
C0030443	G72.3
C1279412	G72.3
C2875318	G72.3
C2875319	G72.3
C2903592	O20.0
C0000821	O20.0
C0156154	K52.1
C3264445	K52.1
C2876764	T36.91XA
C2945558	A59.01
C0028960	N46.11
C2903037	N46.11
C2875484	H02.009
C2875500	H02.029
C2830308	B75
C0040896	B75
C0496684	Z59.9
C2875524	H02.059
C0008495	O41.1290
C2919032	O41.1090
C0270788	G83.9
C0269874	O70.2
C2909381	O70.2
C2909382	O70.2
C2909380	O70.2
C2909656	O99.330
C2875492	H02.019
C2977405	O30.039
C2907928	O30.002
C2909671	O99.350
C2903763	O26.91
C2907929	O30.003
C2907927	O30.001
C0269661	O21.9
C2903509	O09.93
C2908364	O36.0111
C2908363	O36.0110
C2903576	O14.10
C0481459	Z37.2
C2903566	O12.13
C2909618	O99.02
C2908117	O32.0XX0
C0729205	O03.4
C2909952	P08.0
C2909951	P08.0
C2903514	O10.013
C2909660	O99.334
C2910698	Z30.49
C2903760	O26.892
C2903764	O26.92
C2976793	S83.8X9A
C2865279	S86.819A
C2909129	O46.90
C2712656	Z31.84
C2712548	Z31.84
C2712657	Z31.84
C0032989	O30.90
C2908173	O32.9XX0
C2909669	O99.345
C2890397	T83.9XXA
C2874950	F43.29
C0349241	F43.8
C2860520	S81.012A
C2910641	Z14.8
C0156344	N80.1
C0477778	N80.8
C2864533	S83.501A
C2860517	S81.011D
C0549383	N98.1
C2903152	N98.1
C3264585	B95.61
C3264586	B95.61
C3264587	B95.61
C0338781	F11.21
C2886824	T80.818A
C2890867	T84.622A
C2907689	Y92.098
C2890642	T84.126A
C2861568	S82.143A
C2860581	S81.801A
C2861571	S82.143D
C2890650	T84.129A
C2861191	S82.101S
C2861534	S82.141A
C2890923	T84.89XD
C2841970	S42.90XA
C2874947	F40.298
C2903551	O10.919
C2977411	O30.049
C2874888	F31.5
C2874887	F31.5
C2874886	F31.5
C3263839	T80.211A
C0477868	O86.89
C2903679	O24.414
C2876755	T36.8X5A
C2903552	O10.92
C2903558	O11.9
C0269084	N94.810
C0042996	N76.2
C0269085	N76.2
C0494272	E03.2
C2910651	Z20.5
C0477576	M22.8X9
C2840002	S39.92XA
C0476664	Z28.89
C0157669	O92.79
C1397927	O92.79
C2830252	B53.8
C2910461	Z00.5
C2909871	P03.811
C2830540	R87.614
C2869566	D36.15
C2910507	Z02.1
C0349199	F25.0
C1456872	F25.0
C0270496	F25.0
C0349200	F25.0
C2874858	F25.0
C2874834	F19.90
C2902938	N13.39
C3264090	Z3A.13
C1330966	F81.9
C0023186	F81.9
C2874996	F81.9
C0751265	F81.9
C0949179	K08.109
C2887557	K08.109
C2911554	Z97.2
C0476579	Z97.2
C2888765	L97.919
C2888771	L97.929
C2831608	S02.91XA
C2874025	E10.22
C2976857	E10.22
C3263853	T80.218A
C2886729	T79.2XXD
C2891376	T88.8XXD
C2886730	T79.2XXS
C2891377	T88.8XXS
C2876956	T37.8X5A
C1442839	E67.3
C0477519	L85.8
C0085664	L85.8
C0019212	K76.7
C2875430	H00.19
C0694505	J99
C0015423	H02.9
C0494736	K28.9
C2887177	I83.009
C2712384	Y99.0
C2712805	Y99.0
C2886865	T81.4XXD
C0865750	I89.8
C0865751	I89.8
C0302146	I89.8
C1403031	I89.8
C0265188	I89.8
C0008732	I89.8
C0865749	I89.8
C0348660	I89.8
C2833653	S12.9XXA
C0000873	Z55.9
C0476583	Z55.9
C2875405	G97.82
C2830492	R82.7
C0476498	R82.7
C0011764	F81.89
C2898865	V89.2XXS
C2842522	S43.421A
C2830322	R22.42
C0348454	E20.8
C0156257	N20.2
C0410005	M72.4
C0153414	C15.4
C0496776	C15.8
C0451770	N13.2
C2911463	Z91.128
C0837225	K31.7
C1264195	D46.1
C0751505	F51.12
C0596028	M26.29
C0266066	M26.29
C1456189	M26.29
C0399532	M26.29
C0266063	M26.29
C0266067	M26.29
C0153637	C71.3
C0477975	Q06.8
C2904464	W34.00XA
C2242741	Z22.322
C2350012	Z22.322
C0042974	D68.0
C2838000	C43.70
C0347055	C77.4
C0153638	C71.4
C2869564	D36.13
C2865451	D21.20
C2909425	O82
C2977484	O82
C2911247	Z84.2
C0478630	Z84.2
C0153634	C71.0
C0751589	C71.0
C0161972	O90.9
C0032969	O24.919
C2909705	O99.719
C2881433	H54.61
C0153636	C71.2
C0040213	M94.0
C0340589	I74.3
C0158537	Q05.7
C1403241	Q05.7
C2349705	R85.81
C0158150	M25.419
C0155966	K22.5
C0267088	K22.5
C2897025	V49.50XA
C2876037	H11.441
C2881222	H47.093
C2881067	H43.811
C2865471	D22.61
C0935625	E65
C0154270	E65
C0490010	Q79.59
C2904017	W20.8XXA
C2126411	M79.631
C2875981	H11.041
C2834485	S20.211A
C2892676	V29.9XXA
C2888182	L70.5
C0343078	L70.5
C2833212	S12.100A
C0206754	D3A.8
C2869598	D3A.8
C2903078	N52.1
C0348587	I15.1
C2349335	C7A.1
C2349334	C7A.1
C2349333	C7A.1
C2349331	C7A.098
C0038054	K90.1
C0205707	K90.1
C1406683	K91.2
C0494808	K91.2
C0851334	G54.4
C1145628	G90.9
C2887994	K82.8
C0348758	K82.8
C2888000	K82.8
C2887998	K82.8
C2887995	K82.8
C2887996	K82.8
C2887999	K82.8
C2887997	K82.8
C2896157	M70.20
C2896160	M70.30
C2847479	S53.499A
C2848284	S56.819A
C2873869	E05.20
C2839637	S37.10XA
C0839996	M86.68
C0265316	Q85.9
C0265315	Q85.9
C2896367	M75.22
C0015644	R25.3
C0231530	R25.3
C0262666	N76.4
C0269091	N76.4
C2977644	Z68.42
C0496719	Z85.09
C2839650	S37.20XA
C2839663	S37.30XA
C2839638	S37.10XD
C0042075	N39.9
C2839639	S37.10XS
C2843120	S46.319A
C2896024	M66.9
C0494979	M66.9
C0156328	N70.13
C0014177	N80.2
C0481263	Y69
C2896023	M66.88
C2843116	S46.312A
C2911633	B37.89
C0348236	B37.89
C0263637	L81.7
C0263396	L81.7
C3263908	T81.19XA
C0158281	M53.1
C2843117	S46.312D
C0013428	R30.9
C0158259	M51.44
C2895216	M40.294
C0013395	K30
C0267167	K30
C2874178	E16.1
C0348452	E16.1
C0271705	E16.1
C0271706	E16.1
C0020459	E16.1
C0481487	Z96.0
C2887955	K80.18
C2895210	M40.204
C2977578	Y93.B4
C2893936	M17.2
C0085413	Q61.2
C0267136	K25.7
C0240295	M26.04
C0221263	L81.3
C0348538	H21.89
C2869553	D31.90
C2875071	G37.3
C0494470	G37.3
C0270627	G37.3
C2875023	G04.89
C2886671	T78.02XA
C2886681	T78.05XA
C0494193	D17.6
C2977600	Y93.G1
C2977601	Y93.G1
C2849660	S61.012S
C2911318	Z83.2
C0496715	Z83.2
C2875106	G40.309
C0270850	G40.309
C2877863	T41.0X1A
C2875113	G40.409
C0153640	C71.6
C2910882	Z45.89
C2908287	O35.1XX1
C2903299	O04.6
C2903298	O04.6
C2903296	O04.6
C2903295	O04.6
C2903297	O04.6
C2908586	O36.5921
C0033581	N41.9
C2873738	D49.3
C2853968	C84.48
C0018918	D18.09
C0478598	Z59.8
C0687005	Z59.8
C1386533	Z59.8
C1405454	Z59.8
C0002963	I20.1
C0235470	I20.1
C1387794	I20.1
C0496944	D44.3
C0496945	D44.4
C0684925	D14.0
C0153951	D14.0
C1719337	D72.820
C1719338	D72.820
C0153809	C84.08
C0024633	K22.6
C0040252	B35.4
C2911652	Z22.51
C2874086	E11.329
C2903088	N53.11
C0238990	J22
C0009760	H11.30
C2880256	H16.229
C0751185	G44.83
C2843218	S46.911A
C0695264	Z98.51
C2837947	C34.00
C0080032	J91.0
C0496858	D11.9
C2838002	C43.72
C3264166	H40.033
C0020303	J94.8
C0020312	J94.8
C0348709	J94.8
C2902574	M92.61
C2902575	M92.62
C2837959	C34.82
C2874128	E13.21
C2874130	E13.21
C2874129	E13.21
C2874127	E13.21
C2881869	H74.91
C3161208	J93.82
C3161099	J93.82
C0153678	C78.2
C2874872	F31.0
C2875628	H02.535
C2875269	G56.31
C2875265	G56.11
C2881340	H52.02
C2881343	H52.11
C2901764	M85.859
C2875667	H02.823
C2842098	C50.311
C0478058	Q63.8
C0266300	Q63.8
C2891366	T88.59XA
C0278457	Q56.4
C0266362	Q56.4
C0266361	Q56.0
C0495577	Q56.0
C2830460	R62.52
C1442754	R62.52
C0476243	R62.52
C0349588	R62.52
C0268301	E34.52
C0019087	D69.9
C0042018	N20.9
C0023646	L43.9
C0038018	M43.00
C1395188	F33.3
C2874926	F33.3
C2874929	F33.3
C2874925	F33.3
C2874927	F33.3
C2874931	F33.3
C2874928	F33.3
C2874930	F33.3
C2905817	X83.8XXA
C0038663	T14.91
C2877508	T39.8X1A
C2868099	S92.351S
C2894575	M21.969
C2868536	S92.901A
C2868552	S92.909A
C2868544	S92.902A
C2868550	S92.902S
C0477609	M43.8X9
C2910459	Z00.3
C2910460	Z00.3
C2911065	Z68.53
C0455397	Z83.511
C2874204	E34.50
C0936016	E34.50
C0266365	Q52.9
C3264201	H40.1230
C2875680	H02.843
C2875428	H00.13
C2868547	S92.902G
C2868105	S92.352K
C0236802	F64.2
C0017250	F64.9
C2868095	S92.351D
C2908350	O35.8XX9
C2909138	O60.00
C2909341	O69.81X0
C2909166	O60.14X0
C0007871	N88.3
C2903134	N88.3
C2903756	O26.872
C2908127	O32.1XX0
C0265706	Q79.3
C2868103	S92.352D
C2868542	S92.901S
C2868101	S92.352A
C2867878	S92.301S
C2903637	O23.32
C3264101	Z3A.23
C1261251	Q52.0
C2977491	Q52.0
C0266417	Q52.4
C0221366	Q52.4
C0478046	Q52.4
C0431643	Q52.4
C0266413	Q52.4
C2910448	Z00.01
C2903082	N52.32
C2882606	I69.398
C2882599	I69.398
C2882605	I69.398
C2882590	I69.354
C0478141	R46.89
C2882681	I69.969
C2875337	G81.94
C0155851	J38.1
C1397417	Q39.1
C0341154	Q39.1
C0495548	Q39.3
C2882591	I69.359
C2840006	S39.93XA
C0869082	Q85.8
C0038505	Q85.8
C0031269	Q85.8
C0019562	Q85.8
C2894539	M21.80
C2976901	T26.40XA
C2976904	T26.50XA
C2842193	S43.016A
C2869518	D30.00
C0477986	Q15.8
C0839116	M65.20
C2909308	O69.2XX0
C0154836	H35.09
C0271068	H35.09
C2895274	M47.819
C2886746	T79.8XXS
C2886866	T81.4XXS
C2908824	O41.00X0
C2908722	O36.8290
C2908708	O36.8221
C2908825	O41.00X1
C0154752	G57.60
C2908271	O34.82
C2874015	E09.9
C0026985	D46.9
C0026986	D46.9
C2908229	O34.11
C0477785	N92.5
C0266498	Q06.9
C2910104	Q06.9
C0495481	Q06.9
C0494730	K27.4
C0022893	H83.09
C2849322	S60.459A
C0838308	M40.56
C2875668	H02.826
C2834895	S21.209A
C2865477	D23.11
C1504340	G96.11
C2830333	R29.91
C0348548	H31.8
C2894501	M21.372
C2711004	R79.0
C0476330	R79.0
C0476331	R79.0
C0476333	R79.0
C0476334	R79.0
C2830486	R79.0
C0476335	R79.0
C2910606	Z13.0
C2846358	S52.501D
C2910609	Z13.21
C2882166	I25.119
C2882167	I25.119
C2882168	I25.119
C2843222	S46.912A
C2856134	S69.92XA
C2848918	S60.00XA
C2880868	H34.812
C3264180	H40.069
C2895091	M25.751
C2921329	Z18.12
C0392054	A31.0
C3249882	A31.0
C0275706	A31.0
C2887056	A31.0
C2875931	H10.409
C2875773	H04.429
C0022904	H04.9
C0008683	J32.1
C0016735	J32.1
C2896169	M70.62
C0162870	I72.3
C0158317	M76.50
C0039236	I47.9
C0154744	G56.30
C2839133	S36.119A
C1392482	K81.0
C0149520	K81.0
C0014012	K81.0
C1306121	K81.0
C0267846	K81.0
C0267850	K81.0
C0262494	K81.0
C0267847	K81.0
C0155750	I74.11
C2977928	C56.2
C2881740	H69.83
C1719707	Z17.1
C0029620	H55.09
C0558362	J32.4
C0155827	J32.4
C0574042	M67.449
C2881738	H69.81
C0029802	H40.89
C0495493	Q13.9
C2902080	M87.30
C0261590	Y84.2
C2875823	H05.039
C2894861	M24.539
C3264316	H40.50X0
C1510471	E56.9
C2895102	M25.80
C2911180	Z79.1
C0238566	R10.812
C2907824	Y92.39
C2907823	Y92.39
C2907821	Y92.39
C2907822	Y92.39
C2907825	Y92.39
C2910433	Y92.838
C0153378	C05.9
C0154057	D01.9
C0232492	R10.10
C2874378	F10.180
C2910117	Q13.4
C0477983	Q13.4
C0266544	Q13.4
C0344559	Q13.4
C0478026	Q38.6
C0026633	Q38.6
C0496763	C08.9
C0155943	M26.62
C3264518	O36.80X0
C3264519	O36.80X1
C0266995	K11.8
C0037033	K11.8
C0266997	K11.8
C0026103	K11.8
C0266996	K11.8
C0348723	K11.8
C0036093	K11.9
C0265632	Q72.50
C2895098	M25.772
C0020302	Q15.0
C1403467	Q15.0
C0266548	Q15.0
C1393650	Q15.0
C1398749	Q15.0
C2981140	Q15.0
C1398747	Q15.0
C0348499	E85.8
C2880301	H16.409
C0153379	C06.2
C2895072	M25.672
C2910308	Q72.52
C2976819	D24.1
C0009917	M62.40
C2894866	M24.573
C2894867	M24.576
C2883785	T50.992A
C2883781	T50.991A
C0155421	H65.20
C0153375	C05.0
C2894988	M25.311
C2910161	Q30.0
C0008297	Q30.0
C2910160	Q30.0
C2903513	O10.012
C2839978	S39.81XA
C2869585	D37.9
C0348724	K12.1
C0038362	K12.1
C0038364	K12.1
C0266999	K12.1
C0038367	K12.1
C0271468	H69.90
C2881741	H69.91
C2887659	K29.00
C0869050	G44.1
C0349216	F32.8
C0338808	F32.8
C0154437	F32.8
C2874917	F32.8
C0260447	Z85.830
C0266984	M27.2
C0155954	M27.2
C0266972	M27.2
C0266977	M27.2
C0341040	M27.2
C0266973	M27.2
C0040456	K01.1
C2902125	M87.80
C0008925	Q35.9
C2910508	Z02.2
C2887661	K29.20
C2908135	O32.2XX0
C0477501	L59.9
C2892129	V13.4XXA
C2909830	P02.29
C2909831	P02.29
C2909833	P02.29
C2909832	P02.29
C2903590	O16.3
C2861676	D03.59
C0024198	A69.20
C0156422	O02.89
C2851395	S62.309A
C2849963	S61.239A
C2911248	Z85.00
C0477813	O20.8
C2908262	O34.60
C2874643	F15.20
C0865708	I72.0
C0264966	I72.0
C0264965	I72.0
C0340639	I72.0
C2834098	S15.009A
C0695241	K94.29
C0232940	N91.1
C0342546	E27.0
C0348461	E27.0
C2874195	E27.0
C0266436	Q54.4
C2910211	Q54.4
C2908294	O35.2XX1
C2888035	L02.01
C0263136	L03.211
C2843169	S46.812A
C2842022	C46.1
C2842023	C46.1
C2842020	C46.1
C2842021	C46.1
C2842024	C46.1
C1389880	C46.1
C0153561	C46.1
C2712813	Y93.01
C2712388	Y93.01
C2862673	S82.401A
C2862676	S82.401D
C2874662	F15.90
C2878146	T42.4X2A
C2977677	S02.400A
C2977684	S02.401A
C0021833	K63.2
C2883760	T50.902A
C2874638	F15.180
C2870799	T21.22XD
C2872802	T24.212D
C2872799	T24.211D
C2878457	T43.3X2D
C2878147	T42.4X2D
C2835726	S23.3XXD
C2836510	S29.012D
C2835725	S23.3XXA
C0477615	M47.20
C2881811	H72.92
C0031572	F40.10
C0477362	G25.89
C2887830	K51.80
C0031069	E85.0
C1719313	E85.0
C0342611	E85.0
C2865474	D22.71
C2887840	K51.911
C2842525	S43.422A
C2903200	O03.1
C2903198	O03.1
C2903202	O03.1
C2903199	O03.1
C2903201	O03.1
C2888064	L02.429
C2888070	L02.439
C2888053	L02.413
C0158353	M60.009
C0420948	O28.3
C2874844	F19.939
C2833794	B95.0
C0496689	Z63.0
C2874355	F06.30
C2909622	O99.112
C2887160	I82.C12
C2874469	F11.99
C2874426	F11.129
C2867899	S92.311D
C1290601	Q43.9
C2887764	K50.111
C2874442	F11.23
C2945552	F90.2
C0024110	J85.2
C0494683	J85.2
C2887405	J10.1
C2977044	J10.1
C2977043	J10.1
C2977045	J10.1
C0276355	J10.1
C0156847	O90.81
C2909481	O90.81
C2875080	G40.019
C2888037	L02.11
C2874855	F19.988
C2867897	S92.311A
C2909690	O99.52
C2909571	O98.32
C2909625	O99.12
C2903684	O24.429
C2849850	S61.212A
C0026393	B08.1
C0155870	J11.00
C2977053	J11.00
C2349674	R68.83
C0085593	R68.83
C2909480	O90.6
C2909477	O90.6
C2909478	O90.6
C2909479	O90.6
C0837274	K80.51
C2887988	K80.70
C2875683	H02.846
C0010261	K03.81
C2874448	F11.288
C2887159	I82.C11
C0030756	B85.2
C2911101	Z71.51
C2888109	L03.113
C2873710	D44.7
C2859269	S73.109A
C2977228	M76.829
C2836505	S29.011A
C0152263	M85.30
C0496953	D48.3
C0496954	D48.4
C0400914	B17.10
C2911593	B17.10
C2894989	M25.312
C2842165	S43.005D
C2869597	D3A.00
C0007095	D3A.00
C0476562	Z81.8
C2911225	Z81.8
C2845943	C74.10
C2868569	S92.912A
C2878959	T44.8X5A
C0496861	D12.2
C0006413	C83.70
C2853932	C83.79
C0221023	D70.4
C0010481	E24.9
C1399950	E24.0
C2874191	E24.0
C0221406	E24.0
C0349458	N87.0
C2874820	F19.239
C2902598	M93.20
C0477706	M95.8
C0030758	B85.1
C2894734	M24.073
C2894738	M24.08
C2894760	M24.173
C2894763	M24.176
C0158140	M24.9
C0030757	B85.0
C2977710	S02.609A
C2887084	A40.3
C0152966	A40.3
C2838590	S33.5XXD
C0152027	H02.59
C0339059	H02.59
C0155203	H02.59
C2910111	Q10.3
C0477978	Q10.3
C2910114	Q10.3
C0344502	Q10.3
C0266574	Q10.3
C2910112	Q10.3
C0521573	Q10.3
C2910113	Q10.3
C0266572	Q10.3
C0155117	H18.339
C2880378	H18.333
C2896381	M75.91
C2910685	Z30.011
C0685945	D37.01
C0346460	D37.01
C2869579	D37.05
C2869580	D37.05
C2242971	D37.05
C2869581	D37.05
C2869582	D37.09
C2890799	T84.498S
C2890856	T84.619S
C2841193	S42.301D
C2876024	H11.32
C0043261	Y93.72
C2831010	S01.01XA
C0000727	R10.0
C2910387	R10.0
C2903385	O07.4
C2905550	X19.XXXA
C2876062	T28.0XXA
C2911221	Z81.3
C2911222	Z81.3
C2911217	Z81.1
C2911218	Z81.1
C0478625	Z82.5
C2911232	Z82.5
C2832469	S06.5X0A
C2832305	S06.360A
C2832506	S06.5X9D
C2831394	S02.0XXA
C2831453	S02.19XA
C2831455	S02.19XD
C2832215	S06.339A
C2903750	O26.842
C0036117	A02.9
C2832262	S06.350A
C2911475	Z91.419
C2873755	D56.0
C2873754	D56.0
C0002312	D56.0
C0272005	D56.0
C3161173	D56.0
C3161175	D56.0
C2910474	Z01.10
C2910473	Z01.10
C0701163	E25.9
C0302280	E25.9
C0240310	M26.02
C0024636	M26.4
C0266120	Q38.8
C0478027	Q38.8
C0266123	Q38.8
C0158498	M96.2
C0752166	Q87.89
C0869083	Q87.89
C2838919	S35.403A
C0477309	D59.8
C1321858	D59.4
C0375155	D59.4
C0221021	D59.4
C0272094	D59.4
C2349404	D75.82
C2911302	Z85.831
C0266294	Q60.0
C0042880	E56.1
C2902960	N26.1
C2864511	S83.411D
C2062529	C7A.020
C0158797	Q89.1
C2883295	T49.0X5A
C0494463	G30.1
C0038379	H50.9
C2831921	S05.90XA
C2910681	Z28.82
C2910680	Z28.82
C2910682	Z28.82
C2910710	Z31.438
C0157742	L50.2
C0362065	Z30.2
C0348671	J02.8
C0864862	C13.9
C0153398	C13.9
C2905213	W90.8XXA
C0007847	C53.9
C0026919	A31.9
C0026918	A31.9
C0260424	Z85.41
C2888110	L03.114
C0155921	J95.00
C0587245	K94.20
C2746033	Z90.02
C0695238	J95.09
C2745961	C78.39
C0003564	R49.1
C2887090	A41.2
C3264362	A41.01
C3264361	A41.01
C0349006	A41.01
C0837871	M11.29
C2870110	T17.408A
C2870150	T17.508A
C2870191	T17.808A
C2870275	T18.108A
C2874132	E13.29
C2874133	E13.29
C2902853	N00.8
C2902854	N00.8
C0839292	M71.38
C2911476	Z91.49
C2882084	I13.10
C2882083	I13.10
C2880962	H35.419
C2880959	H35.411
C2882738	I70.269
C0348654	I79.8
C2911416	Z89.439
C2977804	S22.31XA
C2839939	S39.011A
