	SPOKE	EHR
1105	DOID:263	189.1
1106	DOID:263	189.0
1107	DOID:263	C64
1108	DOID:263	C65
1109	DOID:3310	691.8
1110	DOID:3310	L20
1111	DOID:3310	L20.81
1112	DOID:3310	L20.9
1113	DOID:4159	184.1
1114	DOID:4159	184.2
1115	DOID:4159	187.1
1116	DOID:4159	172
1117	DOID:4159	172.0
1118	DOID:4159	172.2
1119	DOID:4159	172.4
1120	DOID:4159	172.5
1121	DOID:4159	172.9
1122	DOID:4159	173.9
1123	DOID:4159	173.90
1124	DOID:4159	C51.0
1125	DOID:4159	C51.1
1126	DOID:4159	C60.0
1127	DOID:4159	C44
1128	DOID:4159	C44
1129	DOID:4159	C43
1130	DOID:4159	C43.0
1131	DOID:4159	C43.2
1132	DOID:4159	C43.4
1133	DOID:4159	C43.9
1134	DOID:9970	278.00
1135	DOID:9970	278.01
1136	DOID:9970	278.00
1137	DOID:9970	E66.9
1138	DOID:12365	084
1139	DOID:12365	084.6
1140	DOID:12365	084.3
1141	DOID:12365	084.1
1142	DOID:12365	084.0
1143	DOID:12365	084.8
1144	DOID:12365	084.2
1145	DOID:12365	084.5
1146	DOID:12365	084.6
1147	DOID:12365	B54
1148	DOID:12365	B53.0
1149	DOID:12365	B51
1150	DOID:12365	B51.9
1151	DOID:12365	B50
1152	DOID:12365	B50.9
1153	DOID:12365	B50.0
1154	DOID:12365	B52
1155	DOID:12365	B52.9
