CUI	Node_ID	Node_Type
C1418668	23129	Gene
C1419137	9543	Gene
C1414326	9451	Gene
C1414327	1967	Gene
C1414320	30845	Gene
C1414321	30844	Gene
C1419130	10744	Gene
C1419131	5806	Gene
C1414328	8892	Gene
C1414329	8891	Gene
C1419138	5814	Gene
C0877203	C0877203	SideEffect
C0340909	C0340909	SideEffect
C1825485	554313	Gene
C1825484	8370	Gene
C1825487	144568	Gene
C1825481	440689	Gene
C1825480	723790	Gene
C0277986	C0277986	SideEffect
C1825482	653604	Gene
C1825489	126767	Gene
C0455880	C0455880	SideEffect
C0072510	DB00807	Compound
C1826599	84069	Gene
C1826592	23007	Gene
C1826593	9651	Gene
C1826590	255189	Gene
C1826596	57449	Gene
C1826597	55200	Gene
C1826594	122618	Gene
C1826595	200150	Gene
C0857256	C0857256	SideEffect
C0857257	C0857257	SideEffect
C0000981	DB00819	Compound
C0000983	DB03166	Compound
C0549335	C0549335	SideEffect
C1421163	7216	Gene
C2680375	646892	Gene
C2680374	253970	Gene
C2680373	389376	Gene
C2680371	647174	Gene
C1456398	25828	Gene
C1456396	30061	Gene
C1456395	6574	Gene
C1456394	6258	Gene
C1456393	6257	Gene
C1456392	6256	Gene
C1456391	81490	Gene
C1456390	5216	Gene
C0043167	C0043167	SideEffect
C0002586	DB01424	Compound
C0014059	C0014059	SideEffect
C1415740	1628	Gene
C1415740	3295	Gene
C1415743	3284	Gene
C1415742	3283	Gene
C0342882	C0342882	SideEffect
C0342881	C0342881	SideEffect
C1415749	3297	Gene
C0056732	DB00924	Compound
C0349702	C0349702	SideEffect
C0349705	C0349705	SideEffect
C1539546	117248	Gene
C1334338	9355	Gene
C1334339	3977	Gene
C1539547	168391	Gene
C1334335	3959	Gene
C1334336	3964	Gene
C1334337	3975	Gene
C1334331	26524	Gene
C1334332	3936	Gene
C1334333	3937	Gene
C1539545	339896	Gene
C0524909	C0524909	SideEffect
C1413969	1666	Gene
C1413968	8554	Gene
C1697747	C1697747	SideEffect
C1413963	1655	Gene
C1413962	1654	Gene
C1413961	9188	Gene
C1413960	11218	Gene
C1413966	1660	Gene
C1413965	1659	Gene
C1425261	55589	Gene
C1425260	57492	Gene
C1425262	246175	Gene
C1425264	83401	Gene
C1425267	168507	Gene
C1425266	152006	Gene
C1425269	138474	Gene
C1425268	170589	Gene
C1334482	5601	Gene
C1334483	22919	Gene
C1334480	5597	Gene
C1334481	5598	Gene
C3470141	55184	Gene
C1334485	4145	Gene
C1334488	55388	Gene
C1334489	4171	Gene
C2609259	D059388	Symptom
C2240324	55049	Gene
C1537619	80059	Gene
C0231311	D020179	Symptom
C0013340	DB00378	Compound
C0795692	C0795692	SideEffect
C0795690	C0795690	SideEffect
C1413310	1088	Gene
C2677581	161247	Gene
C0034530	C0034530	SideEffect
C0053114	DB00892	Compound
C1825398	51463	Gene
C0019937	C0019937	SideEffect
C3471439	284352	Gene
C3471438	145376	Gene
C3471437	221908	Gene
C3471436	220004	Gene
C3471435	116729	Gene
C1439350	2815	Gene
C1439351	3269	Gene
C1825397	4076	Gene
C1439353	11255	Gene
C0030343	C0030343	SideEffect
C1825534	3320	Gene
C1427133	23169	Gene
C1427132	11046	Gene
C1427131	10237	Gene
C1427130	79901	Gene
C1427137	90649	Gene
C1427134	79939	Gene
C1427139	170959	Gene
C1427138	80264	Gene
C1418308	5099	Gene
C1418309	5100	Gene
C1418306	27328	Gene
C1418307	51294	Gene
C1418304	5096	Gene
C1418305	5097	Gene
C1418302	57060	Gene
C1418303	5095	Gene
C1418301	54039	Gene
C0549445	C0549445	SideEffect
C0549444	C0549444	SideEffect
C0549447	C0549447	SideEffect
C0549448	C0549448	SideEffect
C1426190	79087	Gene
C0036974	C0036974	SideEffect
C0036973	C0036973	SideEffect
C1823370	66000	Gene
C0858775	C0858775	SideEffect
C1537553	392399	Gene
C1537552	138307	Gene
C1537557	92483	Gene
C1537556	160287	Gene
C1537555	286256	Gene
C1537554	414332	Gene
C1537559	84247	Gene
C1537558	26119	Gene
C0074554	DB00641	Compound
C1332413	4671	Gene
C1332412	274	Gene
C1332411	638	Gene
C1332410	637	Gene
C1332417	57448	Gene
C1332416	332	Gene
C1332415	330	Gene
C1332414	329	Gene
C0153392	C0153392	SideEffect
C1332419	640	Gene
C1332418	79444	Gene
C0267028	C0267028	SideEffect
C1426772	115677	Gene
C1426770	55030	Gene
C1426771	93589	Gene
C0036396	C0036396	SideEffect
C1426775	92960	Gene
C1540301	55664	Gene
C1540302	55561	Gene
C1540303	56882	Gene
C1540304	56990	Gene
C0262613	C0262613	SideEffect
C1540306	10263	Gene
C1540307	344387	Gene
C1540308	253175	Gene
C1540309	83876	Gene
C1418606	5569	Gene
C1418605	5314	Gene
C1842869	51763	Gene
C1959797	C1959797	SideEffect
C1418604	10343	Gene
C0028077	C0028077	SideEffect
C0028077	D009755	Symptom
C2698280	DB06237	Compound
C0024904	C0024904	SideEffect
C0024902	C0024902	SideEffect
C0024902	D059373	Symptom
C2828883	729355	Gene
C1536055	C1536055	SideEffect
C1955743	C1955743	SideEffect
C0857983	C0857983	SideEffect
C1421203	7256	Gene
C1421202	7255	Gene
C1421201	7254	Gene
C1421200	7252	Gene
C1421207	7258	Gene
C1421206	7257	Gene
C1421205	7247	Gene
C0032950	DB00860	Compound
C0012201	DB00937	Compound
C0012203	DB00255	Compound
C0241028	C0241028	SideEffect
C1825311	55572	Gene
C0151826	C0151826	SideEffect
C0151827	C0151827	SideEffect
C0151827	D058447	Symptom
C0151824	C0151824	SideEffect
C0151825	C0151825	SideEffect
C1415268	53836	Gene
C1415269	54112	Gene
C1415266	54329	Gene
C1415264	27197	Gene
C1415265	53831	Gene
C1864833	132158	Gene
C1864832	153571	Gene
C0151828	C0151828	SideEffect
C0854331	C0854331	SideEffect
C0029309	DB01173	Compound
C1112789	C1112789	SideEffect
C0052944	DB01408	Compound
C0242422	C0242422	SideEffect
C0242420	C0242420	SideEffect
C0919659	C0919659	SideEffect
C0242429	C0242429	SideEffect
C0052940	DB01014	Compound
C0027339	C0027339	SideEffect
C1538615	10158	Gene
C1538614	81572	Gene
C1538616	57595	Gene
C1538611	10130	Gene
C1538610	10954	Gene
C1538613	10611	Gene
C1538612	149420	Gene
C1112433	C1112433	SideEffect
C1112436	C1112436	SideEffect
C1535939	C1535939	SideEffect
C0221021	C0221021	SideEffect
C0475712	D020182	Symptom
C1366490	156	Gene
C1366496	1588	Gene
C0149512	C0149512	SideEffect
C1366499	4311	Gene
C0149516	C0149516	SideEffect
C0149514	C0149514	SideEffect
C1420142	10864	Gene
C0001824	C0001824	SideEffect
C0677865	C0677865	SideEffect
C1413148	9139	Gene
C0474395	C0474395	SideEffect
C0241558	C0241558	SideEffect
C1427825	353333	Gene
C0311394	C0311394	SideEffect
C1428832	57662	Gene
C1427820	386679	Gene
C1427823	386675	Gene
C0015523	C0015523	SideEffect
C0574741	C0574741	SideEffect
C0014695	DB00153	Compound
C1823121	55304	Gene
C0745103	C0745103	SideEffect
C1424086	58490	Gene
C0241832	C0241832	SideEffect
C1412053	15	Gene
C0240130	C0240130	SideEffect
C0210657	DB00642	Compound
C1425063	55901	Gene
C1425060	401262	Gene
C1425067	54209	Gene
C1425066	54210	Gene
C1425064	115650	Gene
C0853225	C0853225	SideEffect
C1425069	51444	Gene
C0853226	C0853226	SideEffect
C2370726	DB06716	Compound
C0856054	C0856054	SideEffect
C0856050	C0856050	SideEffect
C0856053	C0856053	SideEffect
C0426597	C0426597	SideEffect
C1837928	84517	Gene
C0120446	DB00536	Compound
C0700361	C0700361	SideEffect
C0700363	C0700363	SideEffect
C2680428	11066	Gene
C0497406	D050177	Symptom
C3148434	100462983	Gene
C3148435	100463285	Gene
C1424008	140701	Gene
C3148437	100463482	Gene
C3148432	100462977	Gene
C3148433	100462981	Gene
C1423054	50840	Gene
C1424003	90187	Gene
C1423056	57110	Gene
C1423057	9283	Gene
C1423050	50836	Gene
C3148439	100463486	Gene
C1423052	50839	Gene
C1423053	50838	Gene
C0751842	D020238	Symptom
C0751840	D020237	Symptom
C0080194	C0080194	SideEffect
C0235504	C0235504	SideEffect
C1422092	25827	Gene
C1422091	26259	Gene
C1422090	26260	Gene
C1422097	26233	Gene
C1422096	26234	Gene
C1422095	26235	Gene
C1538159	85364	Gene
C1538156	253461	Gene
C1538157	51530	Gene
C1538154	403341	Gene
C1422098	23194	Gene
C1538152	57684	Gene
C1538153	10009	Gene
C1538150	26137	Gene
C1538151	9841	Gene
C1428638	118987	Gene
C1428631	285704	Gene
C1428630	286262	Gene
C1428634	51490	Gene
C1428637	118461	Gene
C1428636	51523	Gene
C1419815	56681	Gene
C1419814	8819	Gene
C1414821	29999	Gene
C1414820	25794	Gene
C1419811	27164	Gene
C1419810	6297	Gene
C1419813	10284	Gene
C1419812	64092	Gene
C1824521	10241	Gene
C1824520	57658	Gene
C1824523	94032	Gene
C1414828	2492	Gene
C1419819	9092	Gene
C1824527	133690	Gene
C1824526	23066	Gene
C1412793	8553	Gene
C1412792	633	Gene
C1412791	632	Gene
C1412790	8419	Gene
C1412797	51411	Gene
C1412796	636	Gene
C1412795	23743	Gene
C1412794	635	Gene
C1412799	10904	Gene
C1412798	55909	Gene
C1418496	5218	Gene
C1413445	1176	Gene
C1413447	1179	Gene
C1418492	5213	Gene
C1418493	5214	Gene
C1418490	5210	Gene
C1418491	5211	Gene
C1413449	22802	Gene
C1418498	643834	Gene
C1418499	643847	Gene
C0162386	C0162386	SideEffect
C1826969	55095	Gene
C1826968	23034	Gene
C1826967	10054	Gene
C1826966	10055	Gene
C1826965	113174	Gene
C1826964	64766	Gene
C1826961	338324	Gene
C0041972	C0041972	SideEffect
C1425840	199720	Gene
C1425845	259289	Gene
C1425844	27040	Gene
C1425847	259292	Gene
C1425846	259291	Gene
C0848648	C0848648	SideEffect
C1412469	336	Gene
C0850060	C0850060	SideEffect
C0920289	C0920289	SideEffect
C1426578	112724	Gene
C1426579	57665	Gene
C1426574	114822	Gene
C1426575	85415	Gene
C1426576	157506	Gene
C1426577	145226	Gene
C1426570	266812	Gene
C1426572	112950	Gene
C1426573	79789	Gene
C1826389	56901	Gene
C1826388	3071	Gene
C1826383	54892	Gene
C1826382	64151	Gene
C1826381	23310	Gene
C1826380	9918	Gene
C1826385	29781	Gene
C1826384	23397	Gene
C1825720	127707	Gene
C1419366	9104	Gene
C1825722	55220	Gene
C1825723	200942	Gene
C1419363	5993	Gene
C1419362	5992	Gene
C1825726	54800	Gene
C1419360	5990	Gene
C1825728	55295	Gene
C1825729	54813	Gene
C1419369	8786	Gene
C1419368	6001	Gene
C1825150	286336	Gene
C1836205	51747	Gene
C0042401	C0042401	SideEffect
C3469754	342346	Gene
C1823609	51118	Gene
C1823608	55813	Gene
C1823601	139596	Gene
C1823600	5976	Gene
C1823603	81605	Gene
C1823602	27089	Gene
C1823607	10208	Gene
C3146448	730005	Gene
C1824891	728597	Gene
C1824890	149069	Gene
C1823420	80008	Gene
C1824892	127579	Gene
C1824895	55208	Gene
C1824894	54165	Gene
C1824897	23142	Gene
C1824896	123879	Gene
C1824898	84259	Gene
C1415460	3030	Gene
C2239916	58506	Gene
C1415462	3032	Gene
C2239914	154661	Gene
C2239913	65117	Gene
C2239912	222967	Gene
C1415466	9421	Gene
C2239910	23300	Gene
C1415468	54363	Gene
C1415469	51179	Gene
C2239919	9919	Gene
C1420064	27180	Gene
C1420065	6491	Gene
C1420066	6490	Gene
C1420067	6492	Gene
C1420060	8778	Gene
C1420061	946	Gene
C1420062	27036	Gene
C1420063	27181	Gene
C1420068	6493	Gene
C1420069	8487	Gene
C0009024	C0009024	SideEffect
C0085228	DB00176	Compound
C0264893	C0264893	SideEffect
C0041190	DB00809	Compound
C1336927	10451	Gene
C1336926	7409	Gene
C1336929	7414	Gene
C0031736	C0031736	SideEffect
C0039128	C0039128	SideEffect
C0035891	DB00778	Compound
C1332664	838	Gene
C0341012	C0341012	SideEffect
C1332665	839	Gene
C1332666	840	Gene
C1835848	64318	Gene
C1835843	55332	Gene
C1418801	23759	Gene
C1418800	51645	Gene
C1418802	53938	Gene
C0427546	C0427546	SideEffect
C2240298	54949	Gene
C2240299	79703	Gene
C2240296	642938	Gene
C1336690	7295	Gene
C1336692	7305	Gene
C1336694	7306	Gene
C1854276	63970	Gene
C0026205	C0026205	SideEffect
C0026205	D015877	Symptom
C0036720	DB00133	Compound
C1427304	83443	Gene
C1427305	57579	Gene
C1427306	151888	Gene
C1539862	6484	Gene
C1427300	59351	Gene
C1427302	135112	Gene
C1427303	11231	Gene
C1427309	100128327	Gene
C0035126	C0035126	SideEffect
C0429028	C0429028	SideEffect
C0429029	C0429029	SideEffect
C1876213	9980	Gene
C0853028	C0853028	SideEffect
C0853026	C0853026	SideEffect
C0853023	C0853023	SideEffect
C0853021	C0853021	SideEffect
C0853020	C0853020	SideEffect
C0935989	DB00619	Compound
C0442886	C0442886	SideEffect
C1335643	6188	Gene
C1335642	6232	Gene
C1335641	6223	Gene
C1335640	6132	Gene
C1335647	22800	Gene
C1540193	55109	Gene
C1335645	6199	Gene
C1335649	6241	Gene
C1540192	123624	Gene
C0022005	DB01362	Compound
C1823424	54958	Gene
C0151981	C0151981	SideEffect
C0151673	C0151673	SideEffect
C0151671	C0151671	SideEffect
C1413812	1510	Gene
C1364160	6781	Gene
C0154002	C0154002	SideEffect
C0035400	C0035400	SideEffect
C0023660	DB00281	Compound
C1539774	27240	Gene
C1539777	159963	Gene
C1539776	23517	Gene
C1539771	284369	Gene
C1539771	89858	Gene
C1539770	51092	Gene
C1539778	285335	Gene
C1538426	377677	Gene
C1538427	51719	Gene
C1538424	25775	Gene
C1538422	150248	Gene
C1538423	400916	Gene
C1538420	399814	Gene
C1538428	81617	Gene
C0016245	DB08976	Compound
C0016242	C0016242	SideEffect
C1425333	83933	Gene
C0854165	C0854165	SideEffect
C0025840	DB01107	Compound
C0025842	DB00247	Compound
C0858854	C0858854	SideEffect
C0333271	C0333271	SideEffect
C0851536	C0851536	SideEffect
C1426274	282770	Gene
C3469639	100529063	Gene
C1420401	6717	Gene
C0751535	C0751535	SideEffect
C0019435	DB00756	Compound
C1423045	50834	Gene
C0011145	DB00746	Compound
C0020312	C0020312	SideEffect
C0020316	DB00200	Compound
C1442889	3906	Gene
C0376545	C0376545	SideEffect
C0221271	C0221271	SideEffect
C0221278	C0221278	SideEffect
C0743516	C0743516	SideEffect
C0019294	C0019294	SideEffect
C0847403	C0847403	SideEffect
C1868693	C1868693	SideEffect
C0404445	C0404445	SideEffect
C0152517	C0152517	SideEffect
C1423028	51726	Gene
C1609496	C1609496	SideEffect
C1420266	6614	Gene
C1420267	6615	Gene
C1420264	6613	Gene
C1420265	6525	Gene
C1420260	6610	Gene
C1420261	23676	Gene
C1428011	25888	Gene
C1428013	643836	Gene
C1428012	133923	Gene
C0893761	DB06218	Compound
C1428017	84665	Gene
C1420269	8773	Gene
C1836956	219595	Gene
C1696700	C1696700	SideEffect
C1696701	C1696701	SideEffect
C1696704	C1696704	SideEffect
C0856150	C0856150	SideEffect
C0856151	C0856151	SideEffect
C0856152	C0856152	SideEffect
C1427847	147798	Gene
C0055904	DB04837	Compound
C1423795	25876	Gene
C1423794	54976	Gene
C1423792	55969	Gene
C1423791	55614	Gene
C2239423	286499	Gene
C2239422	151176	Gene
C2239421	9715	Gene
C2239420	80034	Gene
C2239427	51059	Gene
C2239426	162427	Gene
C1423799	57091	Gene
C2239424	257415	Gene
C0812299	8061	Gene
C0812298	2321	Gene
C0812297	2290	Gene
C0812296	2251	Gene
C0812295	4352	Gene
C0812292	4603	Gene
C0812291	4605	Gene
C0812290	2248	Gene
C1425568	51110	Gene
C1425569	22882	Gene
C1425562	140032	Gene
C1425563	90665	Gene
C1425566	222545	Gene
C1425564	83875	Gene
C1425565	54894	Gene
C1424219	114026	Gene
C1424218	26257	Gene
C1423248	81327	Gene
C1424212	137872	Gene
C1424211	10916	Gene
C1424210	29960	Gene
C1423241	120775	Gene
C1424214	124590	Gene
C1439290	623	Gene
C1824284	84933	Gene
C1824287	57604	Gene
C1824280	90362	Gene
C1824282	203076	Gene
C1412616	467	Gene
C1412617	468	Gene
C1412614	11101	Gene
C0235710	C0235710	SideEffect
C1412612	85300	Gene
C1412610	462	Gene
C1412611	463	Gene
C1439296	1524	Gene
C1825889	115353	Gene
C2681281	338809	Gene
C2681282	387882	Gene
C2681284	440145	Gene
C2681286	196541	Gene
C1825881	10233	Gene
C1825880	80131	Gene
C1825883	474170	Gene
C1825882	441381	Gene
C1825885	126755	Gene
C1825884	374819	Gene
C1825887	55631	Gene
C1825886	127495	Gene
C1823399	219902	Gene
C1823398	65084	Gene
C1823397	80194	Gene
C1823396	83935	Gene
C1823395	124842	Gene
C1823394	121256	Gene
C1823393	92293	Gene
C1823392	114795	Gene
C1823391	54972	Gene
C1823390	23505	Gene
C1422118	29844	Gene
C1422119	25873	Gene
C1422116	59283	Gene
C1422117	140886	Gene
C1422114	59285	Gene
C1422115	59284	Gene
C1422112	28968	Gene
C1422111	55117	Gene
C0595930	C0595930	SideEffect
C0340613	C0340613	SideEffect
C0595938	C0595938	SideEffect
C0595939	C0595939	SideEffect
C1427544	121643	Gene
C1427542	256380	Gene
C1427543	57406	Gene
C1427541	51099	Gene
C0023501	C0023501	SideEffect
C1427548	206412	Gene
C1418751	5442	Gene
C1418750	5441	Gene
C1418753	22932	Gene
C1418752	10585	Gene
C1418755	5445	Gene
C1418754	5444	Gene
C1418757	9337	Gene
C1418756	5446	Gene
C1418759	5449	Gene
C0423281	C0423281	SideEffect
C0423282	C0423282	SideEffect
C0423285	C0423285	SideEffect
C1428848	84445	Gene
C1428849	84436	Gene
C1427899	341350	Gene
C1428843	85453	Gene
C1427896	55611	Gene
C1428841	80726	Gene
C1428846	85442	Gene
C1428847	84450	Gene
C1428845	85450	Gene
C1414614	5205	Gene
C1414615	2277	Gene
C1824758	119467	Gene
C1824759	134147	Gene
C0233715	C0233715	SideEffect
C1414613	2275	Gene
C1824753	10978	Gene
C1824750	574028	Gene
C1824751	574016	Gene
C1414618	2280	Gene
C1414619	2281	Gene
C1824754	81570	Gene
C1824755	81037	Gene
C0522055	C0522055	SideEffect
C1422080	26270	Gene
C0522051	C0522051	SideEffect
C0522058	C0522058	SideEffect
C1421493	9948	Gene
C1422083	26268	Gene
C1421496	11091	Gene
C1421497	11180	Gene
C1421494	10885	Gene
C1421495	10785	Gene
C1421498	49856	Gene
C1422087	26263	Gene
C1422089	26261	Gene
C1413781	1479	Gene
C0877664	C0877664	SideEffect
C0042670	DB00570	Compound
C0877661	C0877661	SideEffect
C1413787	1485	Gene
C0042679	DB00541	Compound
C1538166	152098	Gene
C1415054	728441	Gene
C1415051	8836	Gene
C1415050	2677	Gene
C1415053	2678	Gene
C1415052	9453	Gene
C1413784	1482	Gene
C0549373	C0549373	SideEffect
C0549376	C0549376	SideEffect
C0549374	C0549374	SideEffect
C1456409	DB06414	Compound
C0417744	C0417744	SideEffect
C0530684	DB04953	Compound
C0521506	C0521506	SideEffect
C0521507	C0521507	SideEffect
C0521505	C0521505	SideEffect
C0521503	C0521503	SideEffect
C0521500	C0521500	SideEffect
C0521501	C0521501	SideEffect
C0521508	C0521508	SideEffect
C0521509	C0521509	SideEffect
C1825571	28981	Gene
C1825570	57560	Gene
C1825573	55764	Gene
C1825572	8100	Gene
C1825575	26160	Gene
C1825574	9742	Gene
C1825577	10644	Gene
C1825576	10642	Gene
C1825579	374918	Gene
C1825578	10643	Gene
C1826307	503497	Gene
C1419802	6291	Gene
C1419803	6293	Gene
C1414832	10841	Gene
C0040128	C0040128	SideEffect
C1414833	2495	Gene
C0040127	C0040127	SideEffect
C0032994	C0032994	SideEffect
C1416506	3697	Gene
C1416507	3698	Gene
C1416504	3696	Gene
C1823839	84128	Gene
C1416502	3694	Gene
C1416503	3695	Gene
C1416500	3692	Gene
C1416501	3693	Gene
C1823832	10238	Gene
C1823830	144406	Gene
C1823836	256764	Gene
C1823837	84942	Gene
C1823834	55100	Gene
C1823835	80227	Gene
C0029574	C0029574	SideEffect
C0740471	C0740471	SideEffect
C1335849	6604	Gene
C1335848	6603	Gene
C0301409	DB09014	Compound
C0301407	DB00306	Compound
C1335844	8467	Gene
C1335847	6602	Gene
C1335846	6601	Gene
C1335841	6595	Gene
C1335840	6594	Gene
C1335843	6597	Gene
C1335842	6596	Gene
C1419361	5991	Gene
C0151479	C0151479	SideEffect
C0151478	C0151478	SideEffect
C0151472	C0151472	SideEffect
C0035179	DB00206	Compound
C0151474	C0151474	SideEffect
C0151477	C0151477	SideEffect
C1824533	54897	Gene
C1824531	100506742	Gene
C0049065	DB01262	Compound
C0041657	C0041657	SideEffect
C0041657	D014474	Symptom
C0009279	DB00375	Compound
C1417369	4447	Gene
C0948857	C0948857	SideEffect
C0948856	C0948856	SideEffect
C1287298	C1287298	SideEffect
C1417363	4473	Gene
C0149782	C0149782	SideEffect
C0271420	C0271420	SideEffect
C1415522	3073	Gene
C0271429	C0271429	SideEffect
C0031507	DB00252	Compound
C0221470	C0221470	SideEffect
C0221477	C0221477	SideEffect
C0030454	DB01384	Compound
C0748055	C0748055	SideEffect
C0132326	DB00238	Compound
C0748052	C0748052	SideEffect
C1412383	266	Gene
C1425859	85294	Gene
C0025678	DB01403	Compound
C0853619	C0853619	SideEffect
C0025677	DB00563	Compound
C1969622	116449	Gene
C1096708	C1096708	SideEffect
C1412190	8748	Gene
C1969628	10847	Gene
C1969628	85403	Gene
C0022904	C0022904	SideEffect
C0022906	C0022906	SideEffect
C0063953	DB08943	Compound
C0165590	DB00869	Compound
C1414140	10072	Gene
C0156308	C0156308	SideEffect
C0246904	DB00922	Compound
C0018949	C0018949	SideEffect
C0018944	C0018944	SideEffect
C0018946	C0018946	SideEffect
C0919986	C0919986	SideEffect
C0919980	C0919980	SideEffect
C1367601	5327	Gene
C0729552	C0729552	SideEffect
C1422928	120796	Gene
C0032768	C0032768	SideEffect
C0032768	D051474	Symptom
C0234962	C0234962	SideEffect
C1539630	1839	Gene
C1539631	29915	Gene
C0339961	C0339961	SideEffect
C0242339	C0242339	SideEffect
C0035235	C0035235	SideEffect
C0035232	C0035232	SideEffect
C0035232	D012133	Symptom
C0020433	C0020433	SideEffect
C0020437	C0020437	SideEffect
C3665386	C3665386	SideEffect
C0020438	C0020438	SideEffect
C0020438	D053565	Symptom
C0017412	C0017412	SideEffect
C0017411	C0017411	SideEffect
C1413105	10645	Gene
C1538324	2647	Gene
C1413107	821	Gene
C1413101	817	Gene
C1538320	63035	Gene
C1538323	80823	Gene
C1413102	818	Gene
C1538329	492307	Gene
C0392525	C0392525	SideEffect
C1539986	50999	Gene
C1539987	146456	Gene
C1539984	23423	Gene
C1539985	222068	Gene
C1539982	57458	Gene
C1539983	11018	Gene
C1539981	9911	Gene
C1539988	51014	Gene
C1539989	283578	Gene
C1426501	80314	Gene
C0020295	C0020295	SideEffect
C1538581	10039	Gene
C1538580	10038	Gene
C1538582	143	Gene
C1538585	79668	Gene
C1538584	56965	Gene
C1538587	84875	Gene
C1538586	83666	Gene
C1538589	54625	Gene
C1538588	57097	Gene
C1684405	DB01046	Compound
C2828574	377047	Gene
C0012624	C0012624	SideEffect
C1414456	2090	Gene
C0241442	C0241442	SideEffect
C0233558	C0233558	SideEffect
C1414458	2097	Gene
C1414459	2098	Gene
C0004153	C0004153	SideEffect
C0235863	C0235863	SideEffect
C0004158	C0004158	SideEffect
C0004158	D001264	Symptom
C0239739	C0239739	SideEffect
C0920163	C0920163	SideEffect
C0010666	C0010666	SideEffect
C0920166	C0920166	SideEffect
C1826510	79676	Gene
C1826511	55301	Gene
C1826517	29948	Gene
C1826515	728458	Gene
C1826518	734	Gene
C1826519	23252	Gene
C0015011	DB00977	Compound
C0155145	C0155145	SideEffect
C0751767	D020184	Symptom
C0403723	C0403723	SideEffect
C1426929	222484	Gene
C1426927	9684	Gene
C1426926	54474	Gene
C1426924	165545	Gene
C0001127	C0001127	SideEffect
C1826393	51079	Gene
C0005684	C0005684	SideEffect
C0005686	C0005686	SideEffect
C0005687	C0005687	SideEffect
C0238463	C0238463	SideEffect
C0005683	C0005683	SideEffect
C0001122	C0001122	SideEffect
C0053526	DB01019	Compound
C0349782	C0349782	SideEffect
C0853939	C0853939	SideEffect
C0748318	C0748318	SideEffect
C1419377	6000	Gene
C0376356	C0376356	SideEffect
C1366566	10850	Gene
C0376358	C0376358	SideEffect
C0004482	DB00993	Compound
C1366562	3684	Gene
C1366563	7031	Gene
C1366561	941	Gene
C0267465	C0267465	SideEffect
C0236073	C0236073	SideEffect
C0236072	C0236072	SideEffect
C0236071	C0236071	SideEffect
C0236075	C0236075	SideEffect
C0236078	C0236078	SideEffect
C2939062	C2939062	SideEffect
C2939065	C2939065	SideEffect
C1428194	57512	Gene
C1417967	26254	Gene
C1428197	26996	Gene
C1428190	256691	Gene
C1428192	80045	Gene
C1417966	10280	Gene
C1428198	23432	Gene
C1428199	85458	Gene
C3470236	196740	Gene
C3470237	387804	Gene
C1426331	51207	Gene
C3470230	57654	Gene
C1823124	55133	Gene
C1426334	440275	Gene
C1823127	140809	Gene
C1420437	6759	Gene
C1420436	10214	Gene
C1420435	6757	Gene
C1420434	6756	Gene
C1420433	10534	Gene
C1420432	6749	Gene
C1420431	6748	Gene
C1420430	6747	Gene
C1428222	56829	Gene
C1428220	91392	Gene
C1428221	64764	Gene
C1428226	57584	Gene
C1420439	6760	Gene
C1428225	84986	Gene
C1424538	83896	Gene
C1424539	83897	Gene
C1424532	81851	Gene
C1424533	81870	Gene
C1424530	64689	Gene
C1424531	81850	Gene
C1424536	83755	Gene
C1424537	83895	Gene
C1424535	81872	Gene
C0006625	C0006625	SideEffect
C0006625	D002100	Symptom
C1418298	5094	Gene
C1417169	9562	Gene
C1417168	11043	Gene
C1417167	4281	Gene
C0235030	C0235030	SideEffect
C0235031	C0235031	SideEffect
C0235031	D009461	Symptom
C1417163	4277	Gene
C1417162	100507436	Gene
C0271623	C0271623	SideEffect
C0812312	3727	Gene
C0812313	3726	Gene
C0812310	2920	Gene
C0812311	2921	Gene
C0812317	3055	Gene
C0812314	3662	Gene
C1413241	9308	Gene
C1413247	978	Gene
C1336556	6867	Gene
C1336557	10579	Gene
C0344232	C0344232	SideEffect
C1423163	150681	Gene
C1336558	10460	Gene
C2062908	C2062908	SideEffect
C2681329	283152	Gene
C2681328	100129792	Gene
C2681323	55739	Gene
C2681322	114769	Gene
C2681320	150297	Gene
C2681327	115948	Gene
C2681326	284992	Gene
C2681325	339184	Gene
C2681324	317762	Gene
C0075429	DB00139	Compound
C1417831	7101	Gene
C1417830	7182	Gene
C1417833	7025	Gene
C1823219	55248	Gene
C1417835	4306	Gene
C1417834	7026	Gene
C1417837	8013	Gene
C1417836	4929	Gene
C1417839	2494	Gene
C1417838	2516	Gene
C1823210	149563	Gene
C1426267	127064	Gene
C1823217	163882	Gene
C1823214	100129271	Gene
C1823214	353138	Gene
C1823215	200205	Gene
C1412579	433	Gene
C1418387	5121	Gene
C1418384	26577	Gene
C1418385	5119	Gene
C1418383	5118	Gene
C1418381	80003	Gene
C0423636	C0423636	SideEffect
C1418388	5122	Gene
C1418389	5126	Gene
C1412625	471	Gene
C1426488	161176	Gene
C1426489	145389	Gene
C3263723	C3263723	SideEffect
C1970240	400961	Gene
C1970246	92312	Gene
C1426486	123036	Gene
C0522153	C0522153	SideEffect
C2586050	C2586050	SideEffect
C2748540	C2748540	SideEffect
C0162275	C0162275	SideEffect
C0162279	C0162279	SideEffect
C1421283	7329	Gene
C1415151	10399	Gene
C1421281	7327	Gene
C1415153	2790	Gene
C1415154	2791	Gene
C1421286	7332	Gene
C1415156	2785	Gene
