CUI	Node_ID	Node_Type
C1419853	6336	Gene
C1427664	9729	Gene
C0751205	D006732	Symptom
C0751207	D006816	Symptom
C0751201	D006685	Symptom
C0919538	7048	Gene
C0919534	2944	Gene
C2364164	C2364164	SideEffect
C1735348	C1735348	SideEffect
C0333494	C0333494	SideEffect
C1538574	79957	Gene
C1538575	344838	Gene
C1538577	142	Gene
C1538570	90737	Gene
C1538571	60676	Gene
C1538572	152559	Gene
C1538573	124222	Gene
C0749389	C0749389	SideEffect
C0240925	C0240925	SideEffect
C2828998	134111	Gene
C0349464	C0349464	SideEffect
C0349464	D020915	Symptom
C2678590	729475	Gene
C1366646	7432	Gene
C1366645	948	Gene
C1366644	2069	Gene
C1366649	202	Gene
C0578682	C0578682	SideEffect
C0578687	C0578687	SideEffect
C0015620	DB00927	Compound
C0015624	C0015624	SideEffect
C1413400	1129	Gene
C1413401	1134	Gene
C1413402	1135	Gene
C1418456	10400	Gene
C1413405	1138	Gene
C2829647	441282	Gene
C1418454	57161	Gene
C1418455	53918	Gene
C2829649	200810	Gene
C1868879	C1868879	SideEffect
C0068334	DB00461	Compound
C1824214	80117	Gene
C0005612	D001724	Symptom
C0068333	DB00486	Compound
C1428109	9790	Gene
C1428107	84189	Gene
C1428106	139065	Gene
C1428105	22865	Gene
C1428104	144402	Gene
C1428101	79746	Gene
C1428100	91734	Gene
C0282005	C0282005	SideEffect
C1424839	25788	Gene
C1424835	10090	Gene
C1415430	8351	Gene
C0008196	DB00878	Compound
C0274312	C0274312	SideEffect
C1824211	285598	Gene
C0013595	C0013595	SideEffect
C1824210	55207	Gene
C0013592	C0013592	SideEffect
C1420338	6676	Gene
C1420339	9576	Gene
C1420334	6671	Gene
C1420335	53340	Gene
C1420337	6674	Gene
C1420330	30812	Gene
C1420331	6662	Gene
C1420331	10011	Gene
C1420332	6672	Gene
C1420333	6668	Gene
C1423689	85316	Gene
C1423688	85317	Gene
C1423685	93979	Gene
C1423684	29888	Gene
C1423687	85318	Gene
C1423686	85319	Gene
C1423681	147495	Gene
C1423680	50628	Gene
C1423683	29966	Gene
C1423682	84033	Gene
C2239757	196264	Gene
C2239756	84954	Gene
C2239758	57380	Gene
C0812385	613	Gene
C0812384	2012	Gene
C0812387	C0812387	SideEffect
C0812381	27	Gene
C0812382	2737	Gene
C1420480	56164	Gene
C1420481	4485	Gene
C1420481	6789	Gene
C1420484	6792	Gene
C1420488	201254	Gene
C1420489	6801	Gene
C1424300	55342	Gene
C1424303	9744	Gene
C1424302	51684	Gene
C1424305	84203	Gene
C1424304	23527	Gene
C1424306	84698	Gene
C1424308	51314	Gene
C0268435	C0268435	SideEffect
C2681640	389812	Gene
C2681641	401562	Gene
C2681642	653499	Gene
C2681643	284194	Gene
C2681644	654346	Gene
C2681645	220416	Gene
C2681646	339977	Gene
C2681649	100130742	Gene
C1610622	C1610622	SideEffect
C1416867	3990	Gene
C1416861	10990	Gene
C1416860	11006	Gene
C1416863	3985	Gene
C1416862	3982	Gene
C1416869	8513	Gene
C1416868	3991	Gene
C1412524	23779	Gene
C1412525	396	Gene
C1412526	397	Gene
C1412527	398	Gene
C1412520	392	Gene
C1412521	393	Gene
C1412522	394	Gene
C1412523	395	Gene
C1412528	9181	Gene
C1539309	79930	Gene
C0961485	DB00700	Compound
C2681394	347487	Gene
C2681395	606495	Gene
C2681393	158830	Gene
C2681390	100132994	Gene
C3148559	51025	Gene
C1823120	92369	Gene
C3148557	131149	Gene
C1823284	116238	Gene
C1823281	54962	Gene
C1823280	383	Gene
C1823280	64129	Gene
C1823283	93643	Gene
C1823282	261726	Gene
C1823289	64114	Gene
C1823288	56889	Gene
C1422220	63951	Gene
C1422222	80326	Gene
C1422223	26047	Gene
C1422228	162967	Gene
C1428488	203245	Gene
C1826698	3275	Gene
C1428482	64420	Gene
C1428483	146923	Gene
C1428481	344658	Gene
C1428486	56243	Gene
C1428487	83636	Gene
C1428484	84240	Gene
C1428485	84253	Gene
C1823122	144108	Gene
C1824393	283598	Gene
C1824391	79866	Gene
C1824396	145858	Gene
C0007562	DB01112	Compound
C0007561	DB01212	Compound
C0007560	DB01332	Compound
C0239978	C0239978	SideEffect
C1823123	84654	Gene
C1825954	79772	Gene
C0026766	C0026766	SideEffect
C0001925	C0001925	SideEffect
C0001925	D000419	Symptom
C1427763	54467	Gene
C0001927	DB01001	Compound
C1427761	9678	Gene
C1427766	200845	Gene
C1427767	386617	Gene
C1427764	80727	Gene
C1427765	253980	Gene
C1427768	54793	Gene
C1427769	378925	Gene
C1418579	5297	Gene
C1418578	30849	Gene
C1418575	5293	Gene
C1418574	5289	Gene
C1418577	5296	Gene
C1418576	5295	Gene
C1418571	5286	Gene
C1418573	5288	Gene
C1418572	5287	Gene
C0162285	C0162285	SideEffect
C0162287	C0162287	SideEffect
C0162281	C0162281	SideEffect
C0162283	C0162283	SideEffect
C1826827	79608	Gene
C1826824	25807	Gene
C1826825	79651	Gene
C1826822	84236	Gene
C1826823	57414	Gene
C1826820	401190	Gene
C1826821	8787	Gene
C1826821	388531	Gene
C1425940	51231	Gene
C1425941	55781	Gene
C1425942	51435	Gene
C1425943	22955	Gene
C1823126	26576	Gene
C1425945	204851	Gene
C1826828	60626	Gene
C1425947	55175	Gene
C0118092	DB08967	Compound
C0304441	DB00277	Compound
C1419199	27314	Gene
C1423312	143502	Gene
C1419191	5872	Gene
C1419193	57403	Gene
C1419194	53917	Gene
C1419195	5873	Gene
C1419196	5874	Gene
C1419197	9364	Gene
C0527316	DB00843	Compound
C1456375	311	Gene
C1456377	7024	Gene
C1456376	1311	Gene
C0162820	C0162820	SideEffect
C0162823	C0162823	SideEffect
C0162824	C0162824	SideEffect
C1420818	8995	Gene
C1419228	5880	Gene
C1419229	5881	Gene
C1420811	55504	Gene
C1420810	8784	Gene
C1419224	5877	Gene
C1419225	11159	Gene
C1420815	8741	Gene
C1420814	8742	Gene
C1420817	8740	Gene
C1419221	10567	Gene
C1825427	389524	Gene
C1825426	84163	Gene
C1825425	79807	Gene
C1825424	146395	Gene
C1825423	50486	Gene
C1825420	65983	Gene
C1825429	29083	Gene
C0877517	C0877517	SideEffect
C0275524	C0275524	SideEffect
C0555120	C0555120	SideEffect
C1416418	3607	Gene
C1416419	3608	Gene
C1416413	3581	Gene
C1823700	64853	Gene
C1823702	79871	Gene
C1823703	127428	Gene
C1823707	127795	Gene
C1823708	128344	Gene
C1823709	79363	Gene
C0343263	C0343263	SideEffect
C1825874	91355	Gene
C1538566	8712	Gene
C0010976	DB01219	Compound
C0151529	C0151529	SideEffect
C0151526	C0151526	SideEffect
C0740299	C0740299	SideEffect
C1423890	89796	Gene
C1423891	25801	Gene
C0860210	C0860210	SideEffect
C1423893	84905	Gene
C1423894	64377	Gene
C1423895	327657	Gene
C0041747	C0041747	SideEffect
C1423897	89797	Gene
C1423898	89795	Gene
C1423899	57190	Gene
C0009326	C0009326	SideEffect
C0009324	C0009324	SideEffect
C1415855	3397	Gene
C1415854	3396	Gene
C1415857	3400	Gene
C1415856	3399	Gene
C0016867	C0016867	SideEffect
C0030899	DB00806	Compound
C1426049	79844	Gene
C0030896	DB00552	Compound
C0058762	DB06751	Compound
C1539620	79792	Gene
C0031412	DB01174	Compound
C0031411	DB00830	Compound
C0039621	C0039621	SideEffect
C0039623	DB04844	Compound
C0027947	C0027947	SideEffect
C0242301	C0242301	SideEffect
C0267994	C0267994	SideEffect
C1418904	5571	Gene
C1418905	51422	Gene
C1418906	53632	Gene
C1418907	5573	Gene
C1418900	5565	Gene
C1418901	5566	Gene
C1418902	5567	Gene
C1418903	5568	Gene
C1418909	5575	Gene
C0004975	DB00436	Compound
C1537689	29081	Gene
C1537687	196074	Gene
C1537686	284207	Gene
C1537685	79006	Gene
C1537684	644890	Gene
C3665900	C3665900	SideEffect
C1537682	80306	Gene
C1537680	219541	Gene
C0152171	C0152171	SideEffect
C0034628	C0034628	SideEffect
C0555970	C0555970	SideEffect
C0555971	C0555971	SideEffect
C1539447	158724	Gene
C0028156	DB00698	Compound
C1412057	18	Gene
C1427408	285676	Gene
C1427401	222696	Gene
C1427400	84217	Gene
C1427407	57326	Gene
C1427406	54985	Gene
C1427405	2166	Gene
C1427405	79152	Gene
C0014804	C0014804	SideEffect
C0014806	DB00199	Compound
C0014800	C0014800	SideEffect
C1824602	84318	Gene
C0852696	C0852696	SideEffect
C1428826	57636	Gene
C1096049	C1096049	SideEffect
C0022104	C0022104	SideEffect
C0022107	C0022107	SideEffect
C1823465	163590	Gene
C1426096	26118	Gene
C1367714	3627	Gene
C1823467	89882	Gene
C1367710	727	Gene
C1426094	63892	Gene
C1823460	7145	Gene
C1335290	5813	Gene
C1142357	C1142357	SideEffect
C1142358	C1142358	SideEffect
C0151888	C0151888	SideEffect
C0151889	C0151889	SideEffect
C1539544	200959	Gene
C0700225	C0700225	SideEffect
C1539542	84248	Gene
C1539543	128954	Gene
C1539540	65991	Gene
C0011974	C0011974	SideEffect
C0151882	C0151882	SideEffect
C0151883	C0151883	SideEffect
C0035508	C0035508	SideEffect
C0151885	C0151885	SideEffect
C1539548	26130	Gene
C1539549	246176	Gene
C0291216	DB06703	Compound
C0473117	C0473117	SideEffect
C2717757	D055955	Symptom
C1428827	348327	Gene
C0029261	C0029261	SideEffect
C0029904	DB01092	Compound
C1864500	29896	Gene
C0028365	DB01059	Compound
C1608954	C1608954	SideEffect
C0023473	C0023473	SideEffect
C0023470	C0023470	SideEffect
C0023474	C0023474	SideEffect
C0333516	C0333516	SideEffect
C1145760	DB00374	Compound
C0730328	C0730328	SideEffect
C0012772	DB00822	Compound
C1112274	C1112274	SideEffect
C1539898	256979	Gene
C1539899	55061	Gene
C0012582	DB00975	Compound
C1539894	25870	Gene
C1539895	7341	Gene
C1539896	6612	Gene
C1539897	387082	Gene
C1539890	56670	Gene
C1539891	55609	Gene
C1539892	54816	Gene
C1539893	285362	Gene
C0209210	DB00757	Compound
C1414273	1917	Gene
C1414270	1915	Gene
C0854029	C0854029	SideEffect
C3148643	646960	Gene
C3469750	389676	Gene
C0751419	D010468	Symptom
C3178984	D060705	Symptom
C3469759	55908	Gene
C0751412	D010292	Symptom
C0004044	C0004044	SideEffect
C0752290	D020920	Symptom
C2681864	92482	Gene
C0339293	C0339293	SideEffect
C0221512	C0221512	SideEffect
C1366439	6462	Gene
C0272195	C0272195	SideEffect
C0853402	C0853402	SideEffect
C0376175	C0376175	SideEffect
C0751476	C0751476	SideEffect
C3470504	492311	Gene
C0038627	DB00202	Compound
C0334634	C0334634	SideEffect
C0743400	C0743400	SideEffect
C1425779	10537	Gene
C1425778	84467	Gene
C1425772	346157	Gene
C1439292	945	Gene
C1425775	22914	Gene
C1425774	8030	Gene
C2239386	392617	Gene
C2239387	58478	Gene
C0013418	C0013418	SideEffect
C2239388	54821	Gene
C0013415	C0013415	SideEffect
C1420693	56156	Gene
C1420692	56157	Gene
C1420691	56158	Gene
C1420690	56159	Gene
C1420697	7023	Gene
C1420696	7019	Gene
C1420695	56154	Gene
C1420694	56155	Gene
C1420699	7942	Gene
C1417215	22915	Gene
C1417217	4330	Gene
C1417216	4329	Gene
C1417211	10893	Gene
C1417210	8510	Gene
C1417213	4317	Gene
C1417212	4316	Gene
C1417219	4332	Gene
C1417218	4331	Gene
C1337114	6401	Gene
C0023885	C0023885	SideEffect
C1412199	11085	Gene
C1412198	11086	Gene
C1412191	8747	Gene
C1412238	127	Gene
C1412192	53616	Gene
C0556385	C0556385	SideEffect
C1412197	8745	Gene
C1412197	10863	Gene
C1424802	140459	Gene
C1422922	79290	Gene
C0051162	DB01425	Compound
C1422924	402135	Gene
C1539996	57393	Gene
C1412236	125	Gene
C1412237	126	Gene
C0007682	C0007682	SideEffect
C0085170	DB00637	Compound
C0082787	DB00596	Compound
C0085176	DB01157	Compound
C0085174	DB00929	Compound
C1412231	119	Gene
C1423344	390195	Gene
C1423347	338675	Gene
C1423340	390181	Gene
C1539012	100127889	Gene
C1423349	219493	Gene
C0744131	C0744131	SideEffect
C1422699	28977	Gene
C1422698	51264	Gene
C1422698	64975	Gene
C1422690	10573	Gene
C1422693	9553	Gene
C0724441	DB01392	Compound
C1422695	51318	Gene
C1422694	64981	Gene
C1422697	64976	Gene
C1422696	64979	Gene
C1824589	85478	Gene
C1824588	92558	Gene
C1824582	131076	Gene
C1824581	284001	Gene
C1824587	160762	Gene
C1824586	84660	Gene
C1824585	160777	Gene
C1824584	29080	Gene
C1426332	22929	Gene
C1426333	22928	Gene
C1426330	151306	Gene
C1417964	4987	Gene
C1417963	4986	Gene
C1417962	4985	Gene
C1417961	26873	Gene
C1426335	81607	Gene
C1823128	23145	Gene
C1823129	29101	Gene
C1426338	29982	Gene
C1426339	51117	Gene
C1417969	26496	Gene
C1417968	341276	Gene
C2240135	57544	Gene
C2240134	112714	Gene
C1413248	146059	Gene
C2240136	441250	Gene
C0521991	C0521991	SideEffect
C2240133	113457	Gene
C2240132	164714	Gene
C1413242	8832	Gene
C1413243	942	Gene
C1418296	5092	Gene
C1418297	5093	Gene
C1413246	928	Gene
C2240138	56061	Gene
C1413244	925	Gene
C1418293	9066	Gene
C1825980	84879	Gene
C1825981	113655	Gene
C1825982	148808	Gene
C1825983	84975	Gene
C1825984	84179	Gene
C1825985	84804	Gene
C1825986	25834	Gene
C1825987	375056	Gene
C1825988	84953	Gene
C1825989	85377	Gene
C1824631	388389	Gene
C1824630	79839	Gene
C1824633	126402	Gene
C1823448	653659	Gene
C1824635	203260	Gene
C1824634	29903	Gene
C1824637	90550	Gene
C1824636	255101	Gene
C1824639	256309	Gene
C1824638	55013	Gene
C1148477	C1148477	SideEffect
C0548823	C0548823	SideEffect
C1428699	158747	Gene
C1428693	125058	Gene
C1428692	79004	Gene
C1428691	203228	Gene
C1428690	221504	Gene
C1428697	133022	Gene
C1428696	79414	Gene
C1428695	84056	Gene
C1428694	79177	Gene
C1426592	255738	Gene
C1426590	353345	Gene
C1426591	30000	Gene
C1418438	5161	Gene
C1418439	5162	Gene
C1427573	254394	Gene
C1418430	5149	Gene
C1418431	5150	Gene
C1418432	27115	Gene
C1418433	5151	Gene
C1418434	8622	Gene
C1418435	5152	Gene
C1418436	56034	Gene
C1826500	79902	Gene
C1421643	7711	Gene
C1421642	7710	Gene
C1421641	7709	Gene
C1421644	7712	Gene
C1421649	7564	Gene
C0005959	C0005959	SideEffect
C0162323	C0162323	SideEffect
C0525678	DB01367	Compound
C0267797	C0267797	SideEffect
C0877497	C0877497	SideEffect
C1822747	54977	Gene
C1822746	55186	Gene
C1822745	399512	Gene
C1822744	284723	Gene
C1822743	84275	Gene
C1822742	81034	Gene
C1822741	5003	Gene
C1822740	84068	Gene
C0005967	C0005967	SideEffect
C1822749	55972	Gene
C1971624	C1971624	SideEffect
C1826677	343068	Gene
C1826676	400735	Gene
C1826674	65122	Gene
C1826673	65121	Gene
C1826672	84106	Gene
C1826670	130814	Gene
C1826679	441871	Gene
C1826678	440561	Gene
C1836117	155465	Gene
C1836112	440068	Gene
C1836110	64167	Gene
C1427577	387103	Gene
C1824018	441234	Gene
C1427576	154214	Gene
C0032617	C0032617	SideEffect
C0032617	D011141	Symptom
C0032613	DB01324	Compound
C0035344	C0035344	SideEffect
C0948048	C0948048	SideEffect
C1825218	283742	Gene
C1825219	147965	Gene
C1825212	339145	Gene
C1825215	84191	Gene
C1825216	51647	Gene
C1825217	25940	Gene
C0264344	C0264344	SideEffect
C0150045	C0150045	SideEffect
C0150045	D053202	Symptom
C0151310	C0151310	SideEffect
C0151311	C0151311	SideEffect
C3147283	22909	Gene
C0151313	C0151313	SideEffect
C0151315	C0151315	SideEffect
C1864740	206338	Gene
C1864745	54920	Gene
C1416609	3781	Gene
C1416608	3780	Gene
C1416605	27094	Gene
C1416604	10242	Gene
C1416607	27345	Gene
C1416601	51305	Gene
C2828919	646754	Gene
C1416603	3779	Gene
C1416602	3778	Gene
C1823911	84878	Gene
C1823910	29068	Gene
C1823913	92999	Gene
C1823912	140685	Gene
C1823915	23144	Gene
C1823914	3104	Gene
C1823917	376940	Gene
C1823916	85451	Gene
C1823919	23264	Gene
C1823918	29066	Gene
C0740319	C0740319	SideEffect
C0878588	C0878588	SideEffect
C0520559	C0520559	SideEffect
C0026975	C0026975	SideEffect
C1853355	347148	Gene
C1334099	3590	Gene
C1334098	3586	Gene
C1824459	339210	Gene
C1334091	3481	Gene
C1334090	3482	Gene
C1334093	3485	Gene
C1334092	3484	Gene
C1334095	3487	Gene
C1334094	3486	Gene
C1334097	3588	Gene
C1334096	3488	Gene
C0243001	C0243001	SideEffect
C1538929	10124	Gene
C1538927	79822	Gene
C0034124	C0034124	SideEffect
C1538925	23092	Gene
C1538924	55114	Gene
C1538923	89839	Gene
C1538922	9824	Gene
C1538921	79658	Gene
C1538920	10565	Gene
C1420322	6657	Gene
C1417558	4640	Gene
C1417559	4430	Gene
C1417556	4651	Gene
C1417557	51168	Gene
C1417555	4639	Gene
C1417550	4636	Gene
C0265122	C0265122	SideEffect
C0010286	DB00148	Compound
C3147400	100302652	Gene
C1333678	11146	Gene
C1333679	29998	Gene
C1537485	23046	Gene
C1336639	51284	Gene
C1336638	10333	Gene
C1333675	2696	Gene
C1336631	26277	Gene
C1336630	7078	Gene
C1336637	7100	Gene
C1333676	28964	Gene
C1336635	7098	Gene
C1336634	7097	Gene
C1333677	9815	Gene
C1537481	84643	Gene
C0020981	C0020981	SideEffect
C1537483	56992	Gene
C1443145	671	Gene
C1537482	374654	Gene
C1332397	598	Gene
C1332390	55653	Gene
C1332398	599	Gene
C1332399	604	Gene
C0152030	C0152030	SideEffect
C0152031	C0152031	SideEffect
C0152032	C0152032	SideEffect
C2240279	84310	Gene
C2240276	389384	Gene
C2240277	221416	Gene
C2240273	65250	Gene
C2240270	134359	Gene
C1413188	729230	Gene
C1413181	902	Gene
C0028978	DB00338	Compound
C0853737	C0853737	SideEffect
C0026113	C0026113	SideEffect
C1332028	150	Gene
C1332029	151	Gene
C0033209	DB01032	Compound
C0022602	C0022602	SideEffect
C1332020	56999	Gene
C1332027	147	Gene
C1332025	115	Gene
C1142257	C1142257	SideEffect
C1335639	6130	Gene
C0018843	C0018843	SideEffect
C0919882	C0919882	SideEffect
C0919883	C0919883	SideEffect
C1328332	C1328332	SideEffect
C0856761	C0856761	SideEffect
C0854725	C0854725	SideEffect
C0029734	C0029734	SideEffect
C1963951	C1963951	SideEffect
C0240520	C0240520	SideEffect
C0240521	C0240521	SideEffect
C0542075	C0542075	SideEffect
C0030807	C0030807	SideEffect
C0020510	C0020510	SideEffect
C0020514	C0020514	SideEffect
C0020517	C0020517	SideEffect
C1413008	10827	Gene
C1538264	144245	Gene
C1538265	80216	Gene
C1538266	115701	Gene
C1538267	57538	Gene
C1538260	160428	Gene
C0855235	C0855235	SideEffect
C1538262	5832	Gene
C0855237	C0855237	SideEffect
C1167654	C1167654	SideEffect
C0114771	DB00204	Compound
C0015914	C0015914	SideEffect
C1414325	9086	Gene
C1538488	197370	Gene
C1538489	54888	Gene
C1538481	388677	Gene
C1538482	344022	Gene
C1538485	340371	Gene
C1538486	203447	Gene
C1538487	50814	Gene
C1823928	23091	Gene
C1414322	1962	Gene
C1823929	79882	Gene
C0576995	C0576995	SideEffect
C1414323	10209	Gene
C1419728	6231	Gene
C1419727	6230	Gene
C1419725	6229	Gene
C1419724	6228	Gene
C1419723	6227	Gene
C1426866	22821	Gene
C1426867	65110	Gene
C1426860	23483	Gene
C1426869	60592	Gene
C1412843	11120	Gene
C1412842	696	Gene
C0235922	C0235922	SideEffect
C1412840	10950	Gene
C1412847	10384	Gene
C1412846	11118	Gene
C1412845	11119	Gene
C0235927	C0235927	SideEffect
C1412849	56244	Gene
C0021390	C0021390	SideEffect
C1826471	140767	Gene
C1826470	145957	Gene
C1826473	286053	Gene
C1826472	80023	Gene
C1826474	54780	Gene
C1826477	79730	Gene
C0751597	D015325	Symptom
C0015133	DB00773	Compound
C0015131	DB00292	Compound
C1419096	5783	Gene
C1419090	11156	Gene
C1419099	26469	Gene
C1412537	402	Gene
C1824909	27147	Gene
C1824908	79958	Gene
C1824907	163486	Gene
C1824906	57706	Gene
C1824904	1667	Gene
C1824903	11269	Gene
C1539315	54935	Gene
C1824901	84301	Gene
C1824900	414301	Gene
C2239885	727940	Gene
C2239887	196383	Gene
C2239886	353116	Gene
C2239881	342931	Gene
C2239880	79785	Gene
C2239883	266747	Gene
C2239883	5995	Gene
C2239882	442247	Gene
C1539313	151636	Gene
C2239889	440804	Gene
C2239888	85376	Gene
C1539312	667	Gene
C1539311	50632	Gene
C1427830	9682	Gene
C1412530	50649	Gene
C2608049	10293	Gene
C0857400	C0857400	SideEffect
C0438434	C0438434	SideEffect
C1427831	8273	Gene
C0001403	C0001403	SideEffect
C0001407	DB00173	Compound
C1847531	113510	Gene
C1421848	7643	Gene
C1421841	55769	Gene
C1421840	347344	Gene
C1421843	7639	Gene
C1421842	7637	Gene
C1413828	1525	Gene
C2350866	DB08871	Compound
C0238097	C0238097	SideEffect
C1413822	1521	Gene
C1413823	8029	Gene
C1413820	1519	Gene
C1413821	1520	Gene
C1413826	8450	Gene
C1413827	1523	Gene
C1413824	10658	Gene
C1413825	10659	Gene
C1825351	10755	Gene
C1825350	84296	Gene
C1825353	126326	Gene
C1825352	54810	Gene
C1825355	79008	Gene
C1825357	256356	Gene
C1416375	10261	Gene
C1416374	150084	Gene
C1416377	3549	Gene
C1416371	9398	Gene
C1416370	3547	Gene
C1416373	23705	Gene
C1416372	3321	Gene
C0002170	C0002170	SideEffect
C1416379	8518	Gene
C1416378	3550	Gene
C1423995	79183	Gene
C1423996	128488	Gene
C1423991	65992	Gene
C3470313	84553	Gene
C0812271	2122	Gene
C0812270	2117	Gene
C0812273	6598	Gene
C0812278	2195	Gene
C1420718	7054	Gene
C1420716	7047	Gene
C1420717	9333	Gene
C1420714	7052	Gene
C0270274	C0270274	SideEffect
C1420712	7050	Gene
C1420713	7051	Gene
C1420710	7041	Gene
C1428520	79591	Gene
C1428523	65980	Gene
C1428522	79670	Gene
C1428525	79898	Gene
C1428524	80007	Gene
C1428527	65263	Gene
C1428529	79946	Gene
C1428528	80095	Gene
C1422714	51649	Gene
C1422715	64951	Gene
C1422716	64432	Gene
C1422717	23107	Gene
C1422710	64960	Gene
C1422713	56945	Gene
C1422718	28957	Gene
C1416952	4074	Gene
C1416955	10586	Gene
C1416954	4081	Gene
C1416956	4082	Gene
C1416959	4085	Gene
C1416958	8379	Gene
C0007274	C0007274	SideEffect
C1417026	23162	Gene
C0235113	C0235113	SideEffect
C1417025	23542	Gene
C1417022	4135	Gene
C1542178	C1542178	SideEffect
C0235117	C0235117	SideEffect
C0427108	C0427108	SideEffect
C0235119	C0235119	SideEffect
C1417028	7867	Gene
C1417029	8550	Gene
C1825829	122970	Gene
C1825828	10965	Gene
C1825823	84945	Gene
C0280028	C0280028	SideEffect
C1825821	132660	Gene
C1825820	91750	Gene
C1825827	641371	Gene
C1825826	84129	Gene
C1825825	137735	Gene
C1825824	84836	Gene
C1427293	79694	Gene
C0037672	C0037672	SideEffect
C0037672	D013009	Symptom
C1427291	55298	Gene
C1427297	28978	Gene
C1427294	81567	Gene
C0343495	C0343495	SideEffect
C3146829	9675	Gene
C0423153	C0423153	SideEffect
C2240070	23329	Gene
C2240072	100506888	Gene
C2240073	255758	Gene
C2240074	343521	Gene
C2240075	91646	Gene
C2240076	146279	Gene
C0000727	C0000727	SideEffect
C0000727	D000006	Symptom
C0000729	C0000729	SideEffect
C3469821	147407	Gene
C3469822	401612	Gene
C3469827	80723	Gene
C3469826	159371	Gene
C3469829	646000	Gene
C0001898	DB00160	Compound
C1427874	51768	Gene
C1427872	84071	Gene
C1427873	134829	Gene
C1427871	340719	Gene
C1709966	29102	Gene
C1540159	90226	Gene
C1540158	54963	Gene
C1823372	375346	Gene
C1823375	80335	Gene
C1823374	64788	Gene
C1823377	89894	Gene
C1823376	11070	Gene
C1540151	22888	Gene
C1540150	84993	Gene
C1540152	56893	Gene
C1540155	80019	Gene
C1826598	79990	Gene
C1540157	7371	Gene
C1540156	83549	Gene
C1425431	144195	Gene
C1425432	23195	Gene
C0520854	C0520854	SideEffect
C1425434	23406	Gene
C1737224	C1737224	SideEffect
C0028833	DB00104	Compound
C1428499	55153	Gene
C0877027	C0877027	SideEffect
C0042035	C0042035	SideEffect
C1428494	55693	Gene
C1421434	7411	Gene
C0033774	C0033774	SideEffect
C0033774	D011537	Symptom
C0033777	C0033777	SideEffect
C1421437	7415	Gene
C0033771	C0033771	SideEffect
C1421432	11023	Gene
C1421433	25806	Gene
C0007556	DB00229	Compound
C1421438	26609	Gene
C0033778	C0033778	SideEffect
C0033778	D011539	Symptom
C1736172	C1736172	SideEffect
C0206063	C0206063	SideEffect
C0206062	C0206062	SideEffect
C0043349	C0043349	SideEffect
C0206064	D017566	Symptom
C0043345	C0043345	SideEffect
C1413668	1363	Gene
C0854524	C0854524	SideEffect
C1415565	3111	Gene
C1415564	3109	Gene
C1415567	3113	Gene
C1415566	3112	Gene
C1415561	3106	Gene
C1415563	3108	Gene
C1415562	3107	Gene
C0056519	DB00265	Compound
C1413661	1351	Gene
C0151934	C0151934	SideEffect
C0151934	D000370	Symptom
C0009443	C0009443	SideEffect
C1429161	390326	Gene
C1413663	1358	Gene
C1413665	1360	Gene
C1334114	3559	Gene
C1334115	3560	Gene
C1334116	3561	Gene
C1334117	3562	Gene
C1334110	29949	Gene
C1413666	1361	Gene
C1334112	3553	Gene
C1334118	3566	Gene
C1334119	3565	Gene
C1421164	10024	Gene
C0017650	C0017650	SideEffect
C2680370	9728	Gene
C1428872	84897	Gene
C1421168	7220	Gene
C0011057	C0011057	SideEffect
C0011057	D003639	Symptom
C0011053	C0011053	SideEffect
C2680379	149345	Gene
C2680378	152573	Gene
C2974289	DB08865	Compound
C1826459	266743	Gene
C0149725	C0149725	SideEffect
C0149726	C0149726	SideEffect
C0278008	C0278008	SideEffect
C0149721	C0149721	SideEffect
C2829539	150763	Gene
C0152486	C0152486	SideEffect
C0010093	C0010093	SideEffect
C1417157	4267	Gene
C0008269	DB00608	Compound
C0019123	C0019123	SideEffect
C1868709	C1868709	SideEffect
C0541315	DB01590	Compound
C0312416	D048968	Symptom
C1846690	25996	Gene
C0857175	C0857175	SideEffect
C0857177	C0857177	SideEffect
C0857172	C0857172	SideEffect
C0577559	C0577559	SideEffect
C0021845	C0021845	SideEffect
C0021847	C0021847	SideEffect
C0812304	2735	Gene
C1425122	254956	Gene
C1425123	26088	Gene
C1425120	246184	Gene
C1425121	84269	Gene
C1425126	27284	Gene
C1425125	79786	Gene
C1425128	11329	Gene
C1425129	23012	Gene
C0282085	DB09015	Compound
C0014571	C0014571	SideEffect
C1826831	60561	Gene
C1858663	23523	Gene
C0162296	C0162296	SideEffect
C0162296	D018771	Symptom
C0558348	C0558348	SideEffect
C0746961	C0746961	SideEffect
C1425359	60681	Gene
C0162292	C0162292	SideEffect
C1826837	79621	Gene
C0262431	C0262431	SideEffect
C0812470	C0812470	SideEffect
C0474444	C0474444	SideEffect
C1424653	10595	Gene
C1423604	84561	Gene
C1423607	57817	Gene
C1423606	84343	Gene
C1423601	26039	Gene
C1423600	22899	Gene
C1423603	51163	Gene
C1424654	10602	Gene
C1424659	10617	Gene
C1423608	84085	Gene
C1422556	165904	Gene
C1422557	129446	Gene
C1422554	53637	Gene
C1422555	64651	Gene
C1422552	57213	Gene
C1422553	23566	Gene
C1422550	85358	Gene
C1422551	22941	Gene
C0164662	DB00649	Compound
C1422559	202333	Gene
C0235353	C0235353	SideEffect
C0235351	C0235351	SideEffect
C0919924	C0919924	SideEffect
C1412252	141	Gene
C1539073	80071	Gene
C1429151	403282	Gene
